"CAGDP1 Gross Domestic Product (GDP) summary by county and metropolitan area"
"" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","2016"
"13083","Dade, GA","3","Current-dollar GDP (thousands of current dollars)",357034
"13085","Dawson, GA","1","Real GDP (thousands of chained 2012 dollars)",737584
"13085","Dawson, GA","2","Chain-type quantity indexes for real GDP",118.771
"13085","Dawson, GA","3","Current-dollar GDP (thousands of current dollars)",794759
"13087","Decatur, GA","1","Real GDP (thousands of chained 2012 dollars)",783143
"13087","Decatur, GA","2","Chain-type quantity indexes for real GDP",100.293
"13087","Decatur, GA","3","Current-dollar GDP (thousands of current dollars)",829297
"13089","DeKalb, GA","1","Real GDP (thousands of chained 2012 dollars)",35049181
"13089","DeKalb, GA","2","Chain-type quantity indexes for real GDP",112.070
"13089","DeKalb, GA","3","Current-dollar GDP (thousands of current dollars)",37883898
"13091","Dodge, GA","1","Real GDP (thousands of chained 2012 dollars)",425942
"13091","Dodge, GA","2","Chain-type quantity indexes for real GDP",94.430
"13091","Dodge, GA","3","Current-dollar GDP (thousands of current dollars)",468699
"13093","Dooly, GA","1","Real GDP (thousands of chained 2012 dollars)",320309
"13093","Dooly, GA","2","Chain-type quantity indexes for real GDP",101.741
"13093","Dooly, GA","3","Current-dollar GDP (thousands of current dollars)",357234
"13095","Dougherty, GA","1","Real GDP (thousands of chained 2012 dollars)",4081962
"13095","Dougherty, GA","2","Chain-type quantity indexes for real GDP",98.518
"13095","Dougherty, GA","3","Current-dollar GDP (thousands of current dollars)",4459062
"13097","Douglas, GA","1","Real GDP (thousands of chained 2012 dollars)",3561003
"13097","Douglas, GA","2","Chain-type quantity indexes for real GDP",117.037
"13097","Douglas, GA","3","Current-dollar GDP (thousands of current dollars)",3889900
"13099","Early, GA","1","Real GDP (thousands of chained 2012 dollars)",542826
"13099","Early, GA","2","Chain-type quantity indexes for real GDP",101.258
"13099","Early, GA","3","Current-dollar GDP (thousands of current dollars)",578869
"13101","Echols, GA","1","Real GDP (thousands of chained 2012 dollars)",50034
"13101","Echols, GA","2","Chain-type quantity indexes for real GDP",106.941
"13101","Echols, GA","3","Current-dollar GDP (thousands of current dollars)",53701
"13103","Effingham, GA","1","Real GDP (thousands of chained 2012 dollars)",1665328
"13103","Effingham, GA","2","Chain-type quantity indexes for real GDP",104.093
"13103","Effingham, GA","3","Current-dollar GDP (thousands of current dollars)",1827842
"13105","Elbert, GA","1","Real GDP (thousands of chained 2012 dollars)",555429
"13105","Elbert, GA","2","Chain-type quantity indexes for real GDP",97.430
"13105","Elbert, GA","3","Current-dollar GDP (thousands of current dollars)",604317
"13107","Emanuel, GA","1","Real GDP (thousands of chained 2012 dollars)",593947
"13107","Emanuel, GA","2","Chain-type quantity indexes for real GDP",104.870
"13107","Emanuel, GA","3","Current-dollar GDP (thousands of current dollars)",668791
"13109","Evans, GA","1","Real GDP (thousands of chained 2012 dollars)",335816
"13109","Evans, GA","2","Chain-type quantity indexes for real GDP",97.520
"13109","Evans, GA","3","Current-dollar GDP (thousands of current dollars)",368486
"13111","Fannin, GA","1","Real GDP (thousands of chained 2012 dollars)",543353
"13111","Fannin, GA","2","Chain-type quantity indexes for real GDP",110.975
"13111","Fannin, GA","3","Current-dollar GDP (thousands of current dollars)",602561
"13113","Fayette, GA","1","Real GDP (thousands of chained 2012 dollars)",3995272
"13113","Fayette, GA","2","Chain-type quantity indexes for real GDP",112.082
"13113","Fayette, GA","3","Current-dollar GDP (thousands of current dollars)",4351379
"13115","Floyd, GA","1","Real GDP (thousands of chained 2012 dollars)",3732691
"13115","Floyd, GA","2","Chain-type quantity indexes for real GDP",101.016
"13115","Floyd, GA","3","Current-dollar GDP (thousands of current dollars)",4067902
"13117","Forsyth, GA","1","Real GDP (thousands of chained 2012 dollars)",8453649
"13117","Forsyth, GA","2","Chain-type quantity indexes for real GDP",124.011
"13117","Forsyth, GA","3","Current-dollar GDP (thousands of current dollars)",9038814
"13119","Franklin, GA","1","Real GDP (thousands of chained 2012 dollars)",838987
"13119","Franklin, GA","2","Chain-type quantity indexes for real GDP",123.064
"13119","Franklin, GA","3","Current-dollar GDP (thousands of current dollars)",843411
"13121","Fulton, GA","1","Real GDP (thousands of chained 2012 dollars)",141794655
"13121","Fulton, GA","2","Chain-type quantity indexes for real GDP",118.725
"13121","Fulton, GA","3","Current-dollar GDP (thousands of current dollars)",152158370
"13123","Gilmer, GA","1","Real GDP (thousands of chained 2012 dollars)",762776
"13123","Gilmer, GA","2","Chain-type quantity indexes for real GDP",107.859
"13123","Gilmer, GA","3","Current-dollar GDP (thousands of current dollars)",777922
"13125","Glascock, GA","1","Real GDP (thousands of chained 2012 dollars)",45753
"13125","Glascock, GA","2","Chain-type quantity indexes for real GDP",113.463
"13125","Glascock, GA","3","Current-dollar GDP (thousands of current dollars)",48532
"13127","Glynn, GA","1","Real GDP (thousands of chained 2012 dollars)",3342742
"13127","Glynn, GA","2","Chain-type quantity indexes for real GDP",100.979
"13127","Glynn, GA","3","Current-dollar GDP (thousands of current dollars)",3707871
"13129","Gordon, GA","1","Real GDP (thousands of chained 2012 dollars)",1905260
"13129","Gordon, GA","2","Chain-type quantity indexes for real GDP",102.909
"13129","Gordon, GA","3","Current-dollar GDP (thousands of current dollars)",2034838
"13131","Grady, GA","1","Real GDP (thousands of chained 2012 dollars)",585555
"13131","Grady, GA","2","Chain-type quantity indexes for real GDP",100.312
"13131","Grady, GA","3","Current-dollar GDP (thousands of current dollars)",632224
"13133","Greene, GA","1","Real GDP (thousands of chained 2012 dollars)",575522
"13133","Greene, GA","2","Chain-type quantity indexes for real GDP",115.671
"13133","Greene, GA","3","Current-dollar GDP (thousands of current dollars)",622548
"13135","Gwinnett, GA","1","Real GDP (thousands of chained 2012 dollars)",41633590
"13135","Gwinnett, GA","2","Chain-type quantity indexes for real GDP",115.513
"13135","Gwinnett, GA","3","Current-dollar GDP (thousands of current dollars)",44580260
"13137","Habersham, GA","1","Real GDP (thousands of chained 2012 dollars)",1317301
"13137","Habersham, GA","2","Chain-type quantity indexes for real GDP",106.194
"13137","Habersham, GA","3","Current-dollar GDP (thousands of current dollars)",1422174
"13139","Hall, GA","1","Real GDP (thousands of chained 2012 dollars)",8015174
"13139","Hall, GA","2","Chain-type quantity indexes for real GDP",112.281
"13139","Hall, GA","3","Current-dollar GDP (thousands of current dollars)",8877542
"13141","Hancock, GA","1","Real GDP (thousands of chained 2012 dollars)",157907
"13141","Hancock, GA","2","Chain-type quantity indexes for real GDP",104.107
"13141","Hancock, GA","3","Current-dollar GDP (thousands of current dollars)",179660
"13143","Haralson, GA","1","Real GDP (thousands of chained 2012 dollars)",680955
"13143","Haralson, GA","2","Chain-type quantity indexes for real GDP",99.971
"13143","Haralson, GA","3","Current-dollar GDP (thousands of current dollars)",754053
"13145","Harris, GA","1","Real GDP (thousands of chained 2012 dollars)",418466
"13145","Harris, GA","2","Chain-type quantity indexes for real GDP",103.887
"13145","Harris, GA","3","Current-dollar GDP (thousands of current dollars)",469225
"13147","Hart, GA","1","Real GDP (thousands of chained 2012 dollars)",768988
"13147","Hart, GA","2","Chain-type quantity indexes for real GDP",111.927
"13147","Hart, GA","3","Current-dollar GDP (thousands of current dollars)",811270
"13149","Heard, GA","1","Real GDP (thousands of chained 2012 dollars)",1228666
"13149","Heard, GA","2","Chain-type quantity indexes for real GDP",101.894
"13149","Heard, GA","3","Current-dollar GDP (thousands of current dollars)",1308595
"13151","Henry, GA","1","Real GDP (thousands of chained 2012 dollars)",5031465
"13151","Henry, GA","2","Chain-type quantity indexes for real GDP",114.828
"13151","Henry, GA","3","Current-dollar GDP (thousands of current dollars)",5463425
"13153","Houston, GA","1","Real GDP (thousands of chained 2012 dollars)",5727423
"13153","Houston, GA","2","Chain-type quantity indexes for real GDP",98.125
"13153","Houston, GA","3","Current-dollar GDP (thousands of current dollars)",6264360
"13155","Irwin, GA","1","Real GDP (thousands of chained 2012 dollars)",167520
"13155","Irwin, GA","2","Chain-type quantity indexes for real GDP",79.728
"13155","Irwin, GA","3","Current-dollar GDP (thousands of current dollars)",185571
"13157","Jackson, GA","1","Real GDP (thousands of chained 2012 dollars)",2410639
"13157","Jackson, GA","2","Chain-type quantity indexes for real GDP",125.527
"13157","Jackson, GA","3","Current-dollar GDP (thousands of current dollars)",2629279
"13159","Jasper, GA","1","Real GDP (thousands of chained 2012 dollars)",221699
"13159","Jasper, GA","2","Chain-type quantity indexes for real GDP",97.884
"13159","Jasper, GA","3","Current-dollar GDP (thousands of current dollars)",243117
"13161","Jeff Davis, GA","1","Real GDP (thousands of chained 2012 dollars)",370049
"13161","Jeff Davis, GA","2","Chain-type quantity indexes for real GDP",97.876
"13161","Jeff Davis, GA","3","Current-dollar GDP (thousands of current dollars)",416867
"13163","Jefferson, GA","1","Real GDP (thousands of chained 2012 dollars)",489995
"13163","Jefferson, GA","2","Chain-type quantity indexes for real GDP",98.584
"13163","Jefferson, GA","3","Current-dollar GDP (thousands of current dollars)",518637
"13165","Jenkins, GA","1","Real GDP (thousands of chained 2012 dollars)",143704
"13165","Jenkins, GA","2","Chain-type quantity indexes for real GDP",100.299
"13165","Jenkins, GA","3","Current-dollar GDP (thousands of current dollars)",156407
"13167","Johnson, GA","1","Real GDP (thousands of chained 2012 dollars)",137017
"13167","Johnson, GA","2","Chain-type quantity indexes for real GDP",96.671
"13167","Johnson, GA","3","Current-dollar GDP (thousands of current dollars)",152228
"13169","Jones, GA","1","Real GDP (thousands of chained 2012 dollars)",400382
"13169","Jones, GA","2","Chain-type quantity indexes for real GDP",111.609
"13169","Jones, GA","3","Current-dollar GDP (thousands of current dollars)",437926
"13171","Lamar, GA","1","Real GDP (thousands of chained 2012 dollars)",383838
"13171","Lamar, GA","2","Chain-type quantity indexes for real GDP",106.153
"13171","Lamar, GA","3","Current-dollar GDP (thousands of current dollars)",411115
"13173","Lanier, GA","1","Real GDP (thousands of chained 2012 dollars)",148957
"13173","Lanier, GA","2","Chain-type quantity indexes for real GDP",112.868
"13173","Lanier, GA","3","Current-dollar GDP (thousands of current dollars)",168518
"13175","Laurens, GA","1","Real GDP (thousands of chained 2012 dollars)",1774071
"13175","Laurens, GA","2","Chain-type quantity indexes for real GDP",120.601
"13175","Laurens, GA","3","Current-dollar GDP (thousands of current dollars)",1973734
"13177","Lee, GA","1","Real GDP (thousands of chained 2012 dollars)",522804
"13177","Lee, GA","2","Chain-type quantity indexes for real GDP",94.422
"13177","Lee, GA","3","Current-dollar GDP (thousands of current dollars)",565313
"13179","Liberty, GA","1","Real GDP (thousands of chained 2012 dollars)",3197093
"13179","Liberty, GA","2","Chain-type quantity indexes for real GDP",88.727
"13179","Liberty, GA","3","Current-dollar GDP (thousands of current dollars)",3465981
"13181","Lincoln, GA","1","Real GDP (thousands of chained 2012 dollars)",130161
"13181","Lincoln, GA","2","Chain-type quantity indexes for real GDP",97.603
"13181","Lincoln, GA","3","Current-dollar GDP (thousands of current dollars)",145420
"13183","Long, GA","1","Real GDP (thousands of chained 2012 dollars)",117315
"13183","Long, GA","2","Chain-type quantity indexes for real GDP",106.902
"13183","Long, GA","3","Current-dollar GDP (thousands of current dollars)",127299
"13185","Lowndes, GA","1","Real GDP (thousands of chained 2012 dollars)",4337096
"13185","Lowndes, GA","2","Chain-type quantity indexes for real GDP",102.502
"13185","Lowndes, GA","3","Current-dollar GDP (thousands of current dollars)",4759381
"13187","Lumpkin, GA","1","Real GDP (thousands of chained 2012 dollars)",634151
"13187","Lumpkin, GA","2","Chain-type quantity indexes for real GDP",107.395
"13187","Lumpkin, GA","3","Current-dollar GDP (thousands of current dollars)",699408
"13189","McDuffie, GA","1","Real GDP (thousands of chained 2012 dollars)",596121
"13189","McDuffie, GA","2","Chain-type quantity indexes for real GDP",105.645
"13189","McDuffie, GA","3","Current-dollar GDP (thousands of current dollars)",637617
"13191","McIntosh, GA","1","Real GDP (thousands of chained 2012 dollars)",182627
"13191","McIntosh, GA","2","Chain-type quantity indexes for real GDP",100.147
"13191","McIntosh, GA","3","Current-dollar GDP (thousands of current dollars)",197583
"13193","Macon, GA","1","Real GDP (thousands of chained 2012 dollars)",406269
"13193","Macon, GA","2","Chain-type quantity indexes for real GDP",102.573
"13193","Macon, GA","3","Current-dollar GDP (thousands of current dollars)",401644
"13195","Madison, GA","1","Real GDP (thousands of chained 2012 dollars)",427933
"13195","Madison, GA","2","Chain-type quantity indexes for real GDP",110.411
"13195","Madison, GA","3","Current-dollar GDP (thousands of current dollars)",429594
"13197","Marion, GA","1","Real GDP (thousands of chained 2012 dollars)",122502
"13197","Marion, GA","2","Chain-type quantity indexes for real GDP",90.008
"13197","Marion, GA","3","Current-dollar GDP (thousands of current dollars)",128513
"13199","Meriwether, GA","1","Real GDP (thousands of chained 2012 dollars)",462361
"13199","Meriwether, GA","2","Chain-type quantity indexes for real GDP",97.646
"13199","Meriwether, GA","3","Current-dollar GDP (thousands of current dollars)",511514
"13201","Miller, GA","1","Real GDP (thousands of chained 2012 dollars)",167043
"13201","Miller, GA","2","Chain-type quantity indexes for real GDP",91.199
"13201","Miller, GA","3","Current-dollar GDP (thousands of current dollars)",183887
"13205","Mitchell, GA","1","Real GDP (thousands of chained 2012 dollars)",714922
"13205","Mitchell, GA","2","Chain-type quantity indexes for real GDP",95.754
"13205","Mitchell, GA","3","Current-dollar GDP (thousands of current dollars)",755023
"13207","Monroe, GA","1","Real GDP (thousands of chained 2012 dollars)",1620927
"13207","Monroe, GA","2","Chain-type quantity indexes for real GDP",86.052
"13207","Monroe, GA","3","Current-dollar GDP (thousands of current dollars)",1753310
"13209","Montgomery, GA","1","Real GDP (thousands of chained 2012 dollars)",145285
"13209","Montgomery, GA","2","Chain-type quantity indexes for real GDP",98.348
"13209","Montgomery, GA","3","Current-dollar GDP (thousands of current dollars)",162623
"13211","Morgan, GA","1","Real GDP (thousands of chained 2012 dollars)",611589
"13211","Morgan, GA","2","Chain-type quantity indexes for real GDP",109.622
"13211","Morgan, GA","3","Current-dollar GDP (thousands of current dollars)",657326
"13213","Murray, GA","1","Real GDP (thousands of chained 2012 dollars)",1314181
"13213","Murray, GA","2","Chain-type quantity indexes for real GDP",113.685
"13213","Murray, GA","3","Current-dollar GDP (thousands of current dollars)",1400887
"13215","Muscogee, GA","1","Real GDP (thousands of chained 2012 dollars)",9211393
"13215","Muscogee, GA","2","Chain-type quantity indexes for real GDP",97.273
"13215","Muscogee, GA","3","Current-dollar GDP (thousands of current dollars)",10114173
"13217","Newton, GA","1","Real GDP (thousands of chained 2012 dollars)",2314079
"13217","Newton, GA","2","Chain-type quantity indexes for real GDP",112.619
"13217","Newton, GA","3","Current-dollar GDP (thousands of current dollars)",2573274
"13219","Oconee, GA","1","Real GDP (thousands of chained 2012 dollars)",1150377
"13219","Oconee, GA","2","Chain-type quantity indexes for real GDP",127.158
"13219","Oconee, GA","3","Current-dollar GDP (thousands of current dollars)",1225724
"13221","Oglethorpe, GA","1","Real GDP (thousands of chained 2012 dollars)",326088
"13221","Oglethorpe, GA","2","Chain-type quantity indexes for real GDP",120.187
"13221","Oglethorpe, GA","3","Current-dollar GDP (thousands of current dollars)",291162
"13223","Paulding, GA","1","Real GDP (thousands of chained 2012 dollars)",2123522
"13223","Paulding, GA","2","Chain-type quantity indexes for real GDP",114.109
"13223","Paulding, GA","3","Current-dollar GDP (thousands of current dollars)",2345119
"13225","Peach, GA","1","Real GDP (thousands of chained 2012 dollars)",901372
"13225","Peach, GA","2","Chain-type quantity indexes for real GDP",127.120
"13225","Peach, GA","3","Current-dollar GDP (thousands of current dollars)",1001075
"13227","Pickens, GA","1","Real GDP (thousands of chained 2012 dollars)",870918
"13227","Pickens, GA","2","Chain-type quantity indexes for real GDP",120.535
"13227","Pickens, GA","3","Current-dollar GDP (thousands of current dollars)",938960
"13229","Pierce, GA","1","Real GDP (thousands of chained 2012 dollars)",348060
"13229","Pierce, GA","2","Chain-type quantity indexes for real GDP",102.809
"13229","Pierce, GA","3","Current-dollar GDP (thousands of current dollars)",390012
"13231","Pike, GA","1","Real GDP (thousands of chained 2012 dollars)",264694
"13231","Pike, GA","2","Chain-type quantity indexes for real GDP",103.225
"13231","Pike, GA","3","Current-dollar GDP (thousands of current dollars)",294513
"13233","Polk, GA","1","Real GDP (thousands of chained 2012 dollars)",1117842
"13233","Polk, GA","2","Chain-type quantity indexes for real GDP",109.880
"13233","Polk, GA","3","Current-dollar GDP (thousands of current dollars)",1219327
"13235","Pulaski, GA","1","Real GDP (thousands of chained 2012 dollars)",255801
"13235","Pulaski, GA","2","Chain-type quantity indexes for real GDP",100.210
"13235","Pulaski, GA","3","Current-dollar GDP (thousands of current dollars)",274361
"13237","Putnam, GA","1","Real GDP (thousands of chained 2012 dollars)",427165
"13237","Putnam, GA","2","Chain-type quantity indexes for real GDP",73.961
"13237","Putnam, GA","3","Current-dollar GDP (thousands of current dollars)",478734
"13239","Quitman, GA","1","Real GDP (thousands of chained 2012 dollars)",44573
"13239","Quitman, GA","2","Chain-type quantity indexes for real GDP",101.276
"13239","Quitman, GA","3","Current-dollar GDP (thousands of current dollars)",46961
"13241","Rabun, GA","1","Real GDP (thousands of chained 2012 dollars)",441871
"13241","Rabun, GA","2","Chain-type quantity indexes for real GDP",102.502
"13241","Rabun, GA","3","Current-dollar GDP (thousands of current dollars)",490349
"13243","Randolph, GA","1","Real GDP (thousands of chained 2012 dollars)",359271
"13243","Randolph, GA","2","Chain-type quantity indexes for real GDP",185.150
"13243","Randolph, GA","3","Current-dollar GDP (thousands of current dollars)",407761
"13245","Richmond, GA","1","Real GDP (thousands of chained 2012 dollars)",11263690
"13245","Richmond, GA","2","Chain-type quantity indexes for real GDP",105.614
"13245","Richmond, GA","3","Current-dollar GDP (thousands of current dollars)",12304517
"13247","Rockdale, GA","1","Real GDP (thousands of chained 2012 dollars)",3279733
"13247","Rockdale, GA","2","Chain-type quantity indexes for real GDP",107.086
"13247","Rockdale, GA","3","Current-dollar GDP (thousands of current dollars)",3607601
"13249","Schley, GA","1","Real GDP (thousands of chained 2012 dollars)",106081
"13249","Schley, GA","2","Chain-type quantity indexes for real GDP",86.981
"13249","Schley, GA","3","Current-dollar GDP (thousands of current dollars)",115258
"13251","Screven, GA","1","Real GDP (thousands of chained 2012 dollars)",308010
"13251","Screven, GA","2","Chain-type quantity indexes for real GDP",91.451
"13251","Screven, GA","3","Current-dollar GDP (thousands of current dollars)",338609
"13253","Seminole, GA","1","Real GDP (thousands of chained 2012 dollars)",247484
"13253","Seminole, GA","2","Chain-type quantity indexes for real GDP",78.611
"13253","Seminole, GA","3","Current-dollar GDP (thousands of current dollars)",272282
"13255","Spalding, GA","1","Real GDP (thousands of chained 2012 dollars)",1844851
"13255","Spalding, GA","2","Chain-type quantity indexes for real GDP",95.843
"13255","Spalding, GA","3","Current-dollar GDP (thousands of current dollars)",2014606
"13257","Stephens, GA","1","Real GDP (thousands of chained 2012 dollars)",824162
"13257","Stephens, GA","2","Chain-type quantity indexes for real GDP",106.844
"13257","Stephens, GA","3","Current-dollar GDP (thousands of current dollars)",883693
"13259","Stewart, GA","1","Real GDP (thousands of chained 2012 dollars)",113152
"13259","Stewart, GA","2","Chain-type quantity indexes for real GDP",107.321
"13259","Stewart, GA","3","Current-dollar GDP (thousands of current dollars)",121485
"13261","Sumter, GA","1","Real GDP (thousands of chained 2012 dollars)",982836
"13261","Sumter, GA","2","Chain-type quantity indexes for real GDP",94.752
"13261","Sumter, GA","3","Current-dollar GDP (thousands of current dollars)",1057157
"13263","Talbot, GA","1","Real GDP (thousands of chained 2012 dollars)",134044
"13263","Talbot, GA","2","Chain-type quantity indexes for real GDP",113.044
"13263","Talbot, GA","3","Current-dollar GDP (thousands of current dollars)",141632
"13265","Taliaferro, GA","1","Real GDP (thousands of chained 2012 dollars)",40701
"13265","Taliaferro, GA","2","Chain-type quantity indexes for real GDP",125.360
"13265","Taliaferro, GA","3","Current-dollar GDP (thousands of current dollars)",39602
"13267","Tattnall, GA","1","Real GDP (thousands of chained 2012 dollars)",580275
"13267","Tattnall, GA","2","Chain-type quantity indexes for real GDP",107.265
"13267","Tattnall, GA","3","Current-dollar GDP (thousands of current dollars)",577812
"13269","Taylor, GA","1","Real GDP (thousands of chained 2012 dollars)",199898
"13269","Taylor, GA","2","Chain-type quantity indexes for real GDP",130.039
"13269","Taylor, GA","3","Current-dollar GDP (thousands of current dollars)",215384
"13271","Telfair, GA","1","Real GDP (thousands of chained 2012 dollars)",381779
"13271","Telfair, GA","2","Chain-type quantity indexes for real GDP",129.903
"13271","Telfair, GA","3","Current-dollar GDP (thousands of current dollars)",428392
"13273","Terrell, GA","1","Real GDP (thousands of chained 2012 dollars)",237904
"13273","Terrell, GA","2","Chain-type quantity indexes for real GDP",88.864
"13273","Terrell, GA","3","Current-dollar GDP (thousands of current dollars)",260709
"13275","Thomas, GA","1","Real GDP (thousands of chained 2012 dollars)",2001174
"13275","Thomas, GA","2","Chain-type quantity indexes for real GDP",104.454
"13275","Thomas, GA","3","Current-dollar GDP (thousands of current dollars)",2203661
"13277","Tift, GA","1","Real GDP (thousands of chained 2012 dollars)",1641382
"13277","Tift, GA","2","Chain-type quantity indexes for real GDP",106.744
"13277","Tift, GA","3","Current-dollar GDP (thousands of current dollars)",1801172
"13279","Toombs, GA","1","Real GDP (thousands of chained 2012 dollars)",891694
"13279","Toombs, GA","2","Chain-type quantity indexes for real GDP",98.009
"13279","Toombs, GA","3","Current-dollar GDP (thousands of current dollars)",981009
"13281","Towns, GA","1","Real GDP (thousands of chained 2012 dollars)",282042
"13281","Towns, GA","2","Chain-type quantity indexes for real GDP",101.782
"13281","Towns, GA","3","Current-dollar GDP (thousands of current dollars)",314657
"13283","Treutlen, GA","1","Real GDP (thousands of chained 2012 dollars)",116794
"13283","Treutlen, GA","2","Chain-type quantity indexes for real GDP",106.548
"13283","Treutlen, GA","3","Current-dollar GDP (thousands of current dollars)",121474
"13285","Troup, GA","1","Real GDP (thousands of chained 2012 dollars)",3602164
"13285","Troup, GA","2","Chain-type quantity indexes for real GDP",110.094
"13285","Troup, GA","3","Current-dollar GDP (thousands of current dollars)",3992497
"13287","Turner, GA","1","Real GDP (thousands of chained 2012 dollars)",186514
"13287","Turner, GA","2","Chain-type quantity indexes for real GDP",87.332
"13287","Turner, GA","3","Current-dollar GDP (thousands of current dollars)",205160
"13289","Twiggs, GA","1","Real GDP (thousands of chained 2012 dollars)",211419
"13289","Twiggs, GA","2","Chain-type quantity indexes for real GDP",133.495
"13289","Twiggs, GA","3","Current-dollar GDP (thousands of current dollars)",211408
"13291","Union, GA","1","Real GDP (thousands of chained 2012 dollars)",598408
"13291","Union, GA","2","Chain-type quantity indexes for real GDP",106.573
"13291","Union, GA","3","Current-dollar GDP (thousands of current dollars)",663102
"13293","Upson, GA","1","Real GDP (thousands of chained 2012 dollars)",606611
"13293","Upson, GA","2","Chain-type quantity indexes for real GDP",92.444
"13293","Upson, GA","3","Current-dollar GDP (thousands of current dollars)",658196
"13295","Walker, GA","1","Real GDP (thousands of chained 2012 dollars)",1286265
"13295","Walker, GA","2","Chain-type quantity indexes for real GDP",96.906
"13295","Walker, GA","3","Current-dollar GDP (thousands of current dollars)",1388880
"13297","Walton, GA","1","Real GDP (thousands of chained 2012 dollars)",2155338
"13297","Walton, GA","2","Chain-type quantity indexes for real GDP",120.765
"13297","Walton, GA","3","Current-dollar GDP (thousands of current dollars)",2383632
"13299","Ware, GA","1","Real GDP (thousands of chained 2012 dollars)",1235105
"13299","Ware, GA","2","Chain-type quantity indexes for real GDP",102.325
"13299","Ware, GA","3","Current-dollar GDP (thousands of current dollars)",1362466
"13301","Warren, GA","1","Real GDP (thousands of chained 2012 dollars)",165502
"13301","Warren, GA","2","Chain-type quantity indexes for real GDP",116.040
"13301","Warren, GA","3","Current-dollar GDP (thousands of current dollars)",178283
"13303","Washington, GA","1","Real GDP (thousands of chained 2012 dollars)",562100
"13303","Washington, GA","2","Chain-type quantity indexes for real GDP",94.611
"13303","Washington, GA","3","Current-dollar GDP (thousands of current dollars)",618832
"13305","Wayne, GA","1","Real GDP (thousands of chained 2012 dollars)",680210
"13305","Wayne, GA","2","Chain-type quantity indexes for real GDP",79.976
"13305","Wayne, GA","3","Current-dollar GDP (thousands of current dollars)",745198
"13307","Webster, GA","1","Real GDP (thousands of chained 2012 dollars)",60564
"13307","Webster, GA","2","Chain-type quantity indexes for real GDP",93.481
"13307","Webster, GA","3","Current-dollar GDP (thousands of current dollars)",66496
"13309","Wheeler, GA","1","Real GDP (thousands of chained 2012 dollars)",121901
"13309","Wheeler, GA","2","Chain-type quantity indexes for real GDP",93.327
"13309","Wheeler, GA","3","Current-dollar GDP (thousands of current dollars)",128525
"13311","White, GA","1","Real GDP (thousands of chained 2012 dollars)",613669
"13311","White, GA","2","Chain-type quantity indexes for real GDP",102.659
"13311","White, GA","3","Current-dollar GDP (thousands of current dollars)",667925
"13313","Whitfield, GA","1","Real GDP (thousands of chained 2012 dollars)",5417769
"13313","Whitfield, GA","2","Chain-type quantity indexes for real GDP",111.827
"13313","Whitfield, GA","3","Current-dollar GDP (thousands of current dollars)",5822065
"13315","Wilcox, GA","1","Real GDP (thousands of chained 2012 dollars)",134330
"13315","Wilcox, GA","2","Chain-type quantity indexes for real GDP",78.967
"13315","Wilcox, GA","3","Current-dollar GDP (thousands of current dollars)",140530
"13317","Wilkes, GA","1","Real GDP (thousands of chained 2012 dollars)",298943
"13317","Wilkes, GA","2","Chain-type quantity indexes for real GDP",104.512
"13317","Wilkes, GA","3","Current-dollar GDP (thousands of current dollars)",309934
"13319","Wilkinson, GA","1","Real GDP (thousands of chained 2012 dollars)",445445
"13319","Wilkinson, GA","2","Chain-type quantity indexes for real GDP",99.467
"13319","Wilkinson, GA","3","Current-dollar GDP (thousands of current dollars)",421285
"13321","Worth, GA","1","Real GDP (thousands of chained 2012 dollars)",319232
"13321","Worth, GA","2","Chain-type quantity indexes for real GDP",84.838
"13321","Worth, GA","3","Current-dollar GDP (thousands of current dollars)",354123
"19001","Adair, IA","1","Real GDP (thousands of chained 2012 dollars)",315310
"19001","Adair, IA","2","Chain-type quantity indexes for real GDP",102.289
"19001","Adair, IA","3","Current-dollar GDP (thousands of current dollars)",340306
"19003","Adams, IA","1","Real GDP (thousands of chained 2012 dollars)",302511
"19003","Adams, IA","2","Chain-type quantity indexes for real GDP",171.579
"19003","Adams, IA","3","Current-dollar GDP (thousands of current dollars)",300434
"19005","Allamakee, IA","1","Real GDP (thousands of chained 2012 dollars)",593313
"19005","Allamakee, IA","2","Chain-type quantity indexes for real GDP",112.220
"19005","Allamakee, IA","3","Current-dollar GDP (thousands of current dollars)",596428
"19007","Appanoose, IA","1","Real GDP (thousands of chained 2012 dollars)",359058
"19007","Appanoose, IA","2","Chain-type quantity indexes for real GDP",96.658
"19007","Appanoose, IA","3","Current-dollar GDP (thousands of current dollars)",392348
"19009","Audubon, IA","1","Real GDP (thousands of chained 2012 dollars)",236395
"19009","Audubon, IA","2","Chain-type quantity indexes for real GDP",95.392
"19009","Audubon, IA","3","Current-dollar GDP (thousands of current dollars)",224248
"19011","Benton, IA","1","Real GDP (thousands of chained 2012 dollars)",660277
"19011","Benton, IA","2","Chain-type quantity indexes for real GDP",94.123
"19011","Benton, IA","3","Current-dollar GDP (thousands of current dollars)",704604
"19013","Black Hawk, IA","1","Real GDP (thousands of chained 2012 dollars)",6835480
"19013","Black Hawk, IA","2","Chain-type quantity indexes for real GDP",85.442
"19013","Black Hawk, IA","3","Current-dollar GDP (thousands of current dollars)",7589536
"19015","Boone, IA","1","Real GDP (thousands of chained 2012 dollars)",910775
