"CAGDP1 Gross Domestic Product (GDP) summary by county and metropolitan area"
"" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","LineCode","Description","2016"
"19015","Boone, IA","2","Chain-type quantity indexes for real GDP",95.199
"19015","Boone, IA","3","Current-dollar GDP (thousands of current dollars)",958662
"19017","Bremer, IA","1","Real GDP (thousands of chained 2012 dollars)",1092552
"19017","Bremer, IA","2","Chain-type quantity indexes for real GDP",107.192
"19017","Bremer, IA","3","Current-dollar GDP (thousands of current dollars)",1169440
"19019","Buchanan, IA","1","Real GDP (thousands of chained 2012 dollars)",591005
"19019","Buchanan, IA","2","Chain-type quantity indexes for real GDP",87.223
"19019","Buchanan, IA","3","Current-dollar GDP (thousands of current dollars)",621789
"19021","Buena Vista, IA","1","Real GDP (thousands of chained 2012 dollars)",1384319
"19021","Buena Vista, IA","2","Chain-type quantity indexes for real GDP",110.629
"19021","Buena Vista, IA","3","Current-dollar GDP (thousands of current dollars)",1330070
"19023","Butler, IA","1","Real GDP (thousands of chained 2012 dollars)",764111
"19023","Butler, IA","2","Chain-type quantity indexes for real GDP",145.077
"19023","Butler, IA","3","Current-dollar GDP (thousands of current dollars)",742839
"19025","Calhoun, IA","1","Real GDP (thousands of chained 2012 dollars)",460719
"19025","Calhoun, IA","2","Chain-type quantity indexes for real GDP",106.214
"19025","Calhoun, IA","3","Current-dollar GDP (thousands of current dollars)",424747
"19027","Carroll, IA","1","Real GDP (thousands of chained 2012 dollars)",1296807
"19027","Carroll, IA","2","Chain-type quantity indexes for real GDP",110.780
"19027","Carroll, IA","3","Current-dollar GDP (thousands of current dollars)",1312097
"19029","Cass, IA","1","Real GDP (thousands of chained 2012 dollars)",621439
"19029","Cass, IA","2","Chain-type quantity indexes for real GDP",105.858
"19029","Cass, IA","3","Current-dollar GDP (thousands of current dollars)",653323
"19031","Cedar, IA","1","Real GDP (thousands of chained 2012 dollars)",505210
"19031","Cedar, IA","2","Chain-type quantity indexes for real GDP",85.644
"19031","Cedar, IA","3","Current-dollar GDP (thousands of current dollars)",531418
"19033","Cerro Gordo, IA","1","Real GDP (thousands of chained 2012 dollars)",2383966
"19033","Cerro Gordo, IA","2","Chain-type quantity indexes for real GDP",107.972
"19033","Cerro Gordo, IA","3","Current-dollar GDP (thousands of current dollars)",2566479
"19035","Cherokee, IA","1","Real GDP (thousands of chained 2012 dollars)",900002
"19035","Cherokee, IA","2","Chain-type quantity indexes for real GDP",137.644
"19035","Cherokee, IA","3","Current-dollar GDP (thousands of current dollars)",887820
"19037","Chickasaw, IA","1","Real GDP (thousands of chained 2012 dollars)",773455
"19037","Chickasaw, IA","2","Chain-type quantity indexes for real GDP",139.875
"19037","Chickasaw, IA","3","Current-dollar GDP (thousands of current dollars)",770863
"19039","Clarke, IA","1","Real GDP (thousands of chained 2012 dollars)",372653
"19039","Clarke, IA","2","Chain-type quantity indexes for real GDP",106.812
"19039","Clarke, IA","3","Current-dollar GDP (thousands of current dollars)",406192
"19041","Clay, IA","1","Real GDP (thousands of chained 2012 dollars)",882288
"19041","Clay, IA","2","Chain-type quantity indexes for real GDP",93.560
"19041","Clay, IA","3","Current-dollar GDP (thousands of current dollars)",882365
"19043","Clayton, IA","1","Real GDP (thousands of chained 2012 dollars)",811869
"19043","Clayton, IA","2","Chain-type quantity indexes for real GDP",117.892
"19043","Clayton, IA","3","Current-dollar GDP (thousands of current dollars)",797282
"19045","Clinton, IA","1","Real GDP (thousands of chained 2012 dollars)",2089255
"19045","Clinton, IA","2","Chain-type quantity indexes for real GDP",95.841
"19045","Clinton, IA","3","Current-dollar GDP (thousands of current dollars)",2297940
"19047","Crawford, IA","1","Real GDP (thousands of chained 2012 dollars)",694175
"19047","Crawford, IA","2","Chain-type quantity indexes for real GDP",82.040
"19047","Crawford, IA","3","Current-dollar GDP (thousands of current dollars)",723623
"19049","Dallas, IA","1","Real GDP (thousands of chained 2012 dollars)",4746397
"19049","Dallas, IA","2","Chain-type quantity indexes for real GDP",129.570
"19049","Dallas, IA","3","Current-dollar GDP (thousands of current dollars)",5293777
"19051","Davis, IA","1","Real GDP (thousands of chained 2012 dollars)",223490
"19051","Davis, IA","2","Chain-type quantity indexes for real GDP",100.709
"19051","Davis, IA","3","Current-dollar GDP (thousands of current dollars)",241942
"19053","Decatur, IA","1","Real GDP (thousands of chained 2012 dollars)",188600
"19053","Decatur, IA","2","Chain-type quantity indexes for real GDP",101.685
"19053","Decatur, IA","3","Current-dollar GDP (thousands of current dollars)",202006
"19055","Delaware, IA","1","Real GDP (thousands of chained 2012 dollars)",781261
"19055","Delaware, IA","2","Chain-type quantity indexes for real GDP",111.266
"19055","Delaware, IA","3","Current-dollar GDP (thousands of current dollars)",774585
"19057","Des Moines, IA","1","Real GDP (thousands of chained 2012 dollars)",2196937
"19057","Des Moines, IA","2","Chain-type quantity indexes for real GDP",118.154
"19057","Des Moines, IA","3","Current-dollar GDP (thousands of current dollars)",2423585
"19059","Dickinson, IA","1","Real GDP (thousands of chained 2012 dollars)",852238
"19059","Dickinson, IA","2","Chain-type quantity indexes for real GDP",98.126
"19059","Dickinson, IA","3","Current-dollar GDP (thousands of current dollars)",910478
"19061","Dubuque, IA","1","Real GDP (thousands of chained 2012 dollars)",5073477
"19061","Dubuque, IA","2","Chain-type quantity indexes for real GDP",98.802
"19061","Dubuque, IA","3","Current-dollar GDP (thousands of current dollars)",5517397
"19063","Emmet, IA","1","Real GDP (thousands of chained 2012 dollars)",369340
"19063","Emmet, IA","2","Chain-type quantity indexes for real GDP",79.674
"19063","Emmet, IA","3","Current-dollar GDP (thousands of current dollars)",380130
"19065","Fayette, IA","1","Real GDP (thousands of chained 2012 dollars)",699973
"19065","Fayette, IA","2","Chain-type quantity indexes for real GDP",95.886
"19065","Fayette, IA","3","Current-dollar GDP (thousands of current dollars)",709524
"19067","Floyd, IA","1","Real GDP (thousands of chained 2012 dollars)",706885
"19067","Floyd, IA","2","Chain-type quantity indexes for real GDP",115.193
"19067","Floyd, IA","3","Current-dollar GDP (thousands of current dollars)",729337
"19069","Franklin, IA","1","Real GDP (thousands of chained 2012 dollars)",677570
"19069","Franklin, IA","2","Chain-type quantity indexes for real GDP",111.702
"19069","Franklin, IA","3","Current-dollar GDP (thousands of current dollars)",634571
"19071","Fremont, IA","1","Real GDP (thousands of chained 2012 dollars)",238303
"19071","Fremont, IA","2","Chain-type quantity indexes for real GDP",66.648
"19071","Fremont, IA","3","Current-dollar GDP (thousands of current dollars)",256778
"19073","Greene, IA","1","Real GDP (thousands of chained 2012 dollars)",418401
"19073","Greene, IA","2","Chain-type quantity indexes for real GDP",90.705
"19073","Greene, IA","3","Current-dollar GDP (thousands of current dollars)",425078
"19075","Grundy, IA","1","Real GDP (thousands of chained 2012 dollars)",571645
"19075","Grundy, IA","2","Chain-type quantity indexes for real GDP",110.093
"19075","Grundy, IA","3","Current-dollar GDP (thousands of current dollars)",602340
"19077","Guthrie, IA","1","Real GDP (thousands of chained 2012 dollars)",424237
"19077","Guthrie, IA","2","Chain-type quantity indexes for real GDP",98.913
"19077","Guthrie, IA","3","Current-dollar GDP (thousands of current dollars)",431477
"19079","Hamilton, IA","1","Real GDP (thousands of chained 2012 dollars)",655830
"19079","Hamilton, IA","2","Chain-type quantity indexes for real GDP",93.424
"19079","Hamilton, IA","3","Current-dollar GDP (thousands of current dollars)",648188
"19081","Hancock, IA","1","Real GDP (thousands of chained 2012 dollars)",664429
"19081","Hancock, IA","2","Chain-type quantity indexes for real GDP",86.203
"19081","Hancock, IA","3","Current-dollar GDP (thousands of current dollars)",679637
"19083","Hardin, IA","1","Real GDP (thousands of chained 2012 dollars)",940470
"19083","Hardin, IA","2","Chain-type quantity indexes for real GDP",103.340
"19083","Hardin, IA","3","Current-dollar GDP (thousands of current dollars)",912410
"19085","Harrison, IA","1","Real GDP (thousands of chained 2012 dollars)",516804
"19085","Harrison, IA","2","Chain-type quantity indexes for real GDP",113.465
"19085","Harrison, IA","3","Current-dollar GDP (thousands of current dollars)",536522
"19087","Henry, IA","1","Real GDP (thousands of chained 2012 dollars)",744410
"19087","Henry, IA","2","Chain-type quantity indexes for real GDP",91.678
"19087","Henry, IA","3","Current-dollar GDP (thousands of current dollars)",806635
"19089","Howard, IA","1","Real GDP (thousands of chained 2012 dollars)",417916
"19089","Howard, IA","2","Chain-type quantity indexes for real GDP",89.803
"19089","Howard, IA","3","Current-dollar GDP (thousands of current dollars)",418218
"19091","Humboldt, IA","1","Real GDP (thousands of chained 2012 dollars)",470312
"19091","Humboldt, IA","2","Chain-type quantity indexes for real GDP",99.037
"19091","Humboldt, IA","3","Current-dollar GDP (thousands of current dollars)",473568
"19093","Ida, IA","1","Real GDP (thousands of chained 2012 dollars)",378111
"19093","Ida, IA","2","Chain-type quantity indexes for real GDP",91.363
"19093","Ida, IA","3","Current-dollar GDP (thousands of current dollars)",400772
"19095","Iowa, IA","1","Real GDP (thousands of chained 2012 dollars)",738351
"19095","Iowa, IA","2","Chain-type quantity indexes for real GDP",82.283
"19095","Iowa, IA","3","Current-dollar GDP (thousands of current dollars)",783567
"19097","Jackson, IA","1","Real GDP (thousands of chained 2012 dollars)",605127
"19097","Jackson, IA","2","Chain-type quantity indexes for real GDP",114.120
"19097","Jackson, IA","3","Current-dollar GDP (thousands of current dollars)",622428
"19099","Jasper, IA","1","Real GDP (thousands of chained 2012 dollars)",982323
"19099","Jasper, IA","2","Chain-type quantity indexes for real GDP",90.291
"19099","Jasper, IA","3","Current-dollar GDP (thousands of current dollars)",1057075
"19101","Jefferson, IA","1","Real GDP (thousands of chained 2012 dollars)",612099
"19101","Jefferson, IA","2","Chain-type quantity indexes for real GDP",98.477
"19101","Jefferson, IA","3","Current-dollar GDP (thousands of current dollars)",657327
"19103","Johnson, IA","1","Real GDP (thousands of chained 2012 dollars)",8049250
"19103","Johnson, IA","2","Chain-type quantity indexes for real GDP",108.484
"19103","Johnson, IA","3","Current-dollar GDP (thousands of current dollars)",8833242
"19105","Jones, IA","1","Real GDP (thousands of chained 2012 dollars)",541093
"19105","Jones, IA","2","Chain-type quantity indexes for real GDP",92.704
"19105","Jones, IA","3","Current-dollar GDP (thousands of current dollars)",582174
"19107","Keokuk, IA","1","Real GDP (thousands of chained 2012 dollars)",363479
"19107","Keokuk, IA","2","Chain-type quantity indexes for real GDP",105.191
"19107","Keokuk, IA","3","Current-dollar GDP (thousands of current dollars)",344418
"19109","Kossuth, IA","1","Real GDP (thousands of chained 2012 dollars)",1037829
"19109","Kossuth, IA","2","Chain-type quantity indexes for real GDP",106.650
"19109","Kossuth, IA","3","Current-dollar GDP (thousands of current dollars)",1038668
"19111","Lee, IA","1","Real GDP (thousands of chained 2012 dollars)",1641194
"19111","Lee, IA","2","Chain-type quantity indexes for real GDP",101.670
"19111","Lee, IA","3","Current-dollar GDP (thousands of current dollars)",1815130
"19113","Linn, IA","1","Real GDP (thousands of chained 2012 dollars)",15733507
"19113","Linn, IA","2","Chain-type quantity indexes for real GDP",108.411
"19113","Linn, IA","3","Current-dollar GDP (thousands of current dollars)",16726062
"19115","Louisa, IA","1","Real GDP (thousands of chained 2012 dollars)",476180
"19115","Louisa, IA","2","Chain-type quantity indexes for real GDP",79.376
"19115","Louisa, IA","3","Current-dollar GDP (thousands of current dollars)",499500
"19117","Lucas, IA","1","Real GDP (thousands of chained 2012 dollars)",291041
"19117","Lucas, IA","2","Chain-type quantity indexes for real GDP",108.720
"19117","Lucas, IA","3","Current-dollar GDP (thousands of current dollars)",304689
"19119","Lyon, IA","1","Real GDP (thousands of chained 2012 dollars)",1213612
"19119","Lyon, IA","2","Chain-type quantity indexes for real GDP",164.346
"19119","Lyon, IA","3","Current-dollar GDP (thousands of current dollars)",1058163
"19121","Madison, IA","1","Real GDP (thousands of chained 2012 dollars)",365884
"19121","Madison, IA","2","Chain-type quantity indexes for real GDP",105.140
"19121","Madison, IA","3","Current-dollar GDP (thousands of current dollars)",389492
"19123","Mahaska, IA","1","Real GDP (thousands of chained 2012 dollars)",778726
"19123","Mahaska, IA","2","Chain-type quantity indexes for real GDP",95.451
"19123","Mahaska, IA","3","Current-dollar GDP (thousands of current dollars)",803744
"19125","Marion, IA","1","Real GDP (thousands of chained 2012 dollars)",1463150
"19125","Marion, IA","2","Chain-type quantity indexes for real GDP",95.054
"19125","Marion, IA","3","Current-dollar GDP (thousands of current dollars)",1633533
"19127","Marshall, IA","1","Real GDP (thousands of chained 2012 dollars)",1583533
"19127","Marshall, IA","2","Chain-type quantity indexes for real GDP",91.570
"19127","Marshall, IA","3","Current-dollar GDP (thousands of current dollars)",1752581
"19129","Mills, IA","1","Real GDP (thousands of chained 2012 dollars)",465649
"19129","Mills, IA","2","Chain-type quantity indexes for real GDP",100.909
"19129","Mills, IA","3","Current-dollar GDP (thousands of current dollars)",496533
"19131","Mitchell, IA","1","Real GDP (thousands of chained 2012 dollars)",623222
"19131","Mitchell, IA","2","Chain-type quantity indexes for real GDP",118.866
"19131","Mitchell, IA","3","Current-dollar GDP (thousands of current dollars)",626807
"19133","Monona, IA","1","Real GDP (thousands of chained 2012 dollars)",399113
"19133","Monona, IA","2","Chain-type quantity indexes for real GDP",134.610
"19133","Monona, IA","3","Current-dollar GDP (thousands of current dollars)",377740
"19135","Monroe, IA","1","Real GDP (thousands of chained 2012 dollars)",382638
"19135","Monroe, IA","2","Chain-type quantity indexes for real GDP",103.776
"19135","Monroe, IA","3","Current-dollar GDP (thousands of current dollars)",417095
"19137","Montgomery, IA","1","Real GDP (thousands of chained 2012 dollars)",373573
"19137","Montgomery, IA","2","Chain-type quantity indexes for real GDP",93.399
"19137","Montgomery, IA","3","Current-dollar GDP (thousands of current dollars)",396879
"19139","Muscatine, IA","1","Real GDP (thousands of chained 2012 dollars)",2284845
"19139","Muscatine, IA","2","Chain-type quantity indexes for real GDP",100.240
"19139","Muscatine, IA","3","Current-dollar GDP (thousands of current dollars)",2451188
"19141","O'Brien, IA","1","Real GDP (thousands of chained 2012 dollars)",1148411
"19141","O'Brien, IA","2","Chain-type quantity indexes for real GDP",155.663
"19141","O'Brien, IA","3","Current-dollar GDP (thousands of current dollars)",1055848
"19143","Osceola, IA","1","Real GDP (thousands of chained 2012 dollars)",456467
"19143","Osceola, IA","2","Chain-type quantity indexes for real GDP",118.719
"19143","Osceola, IA","3","Current-dollar GDP (thousands of current dollars)",408058
"19145","Page, IA","1","Real GDP (thousands of chained 2012 dollars)",506133
"19145","Page, IA","2","Chain-type quantity indexes for real GDP",88.429
"19145","Page, IA","3","Current-dollar GDP (thousands of current dollars)",544905
"19147","Palo Alto, IA","1","Real GDP (thousands of chained 2012 dollars)",487974
"19147","Palo Alto, IA","2","Chain-type quantity indexes for real GDP",90.902
"19147","Palo Alto, IA","3","Current-dollar GDP (thousands of current dollars)",469227
"19149","Plymouth, IA","1","Real GDP (thousands of chained 2012 dollars)",1613598
"19149","Plymouth, IA","2","Chain-type quantity indexes for real GDP",131.706
"19149","Plymouth, IA","3","Current-dollar GDP (thousands of current dollars)",1552825
"19151","Pocahontas, IA","1","Real GDP (thousands of chained 2012 dollars)",679430
"19151","Pocahontas, IA","2","Chain-type quantity indexes for real GDP",135.650
"19151","Pocahontas, IA","3","Current-dollar GDP (thousands of current dollars)",599183
"19153","Polk, IA","1","Real GDP (thousands of chained 2012 dollars)",36688552
"19153","Polk, IA","2","Chain-type quantity indexes for real GDP",118.414
"19153","Polk, IA","3","Current-dollar GDP (thousands of current dollars)",39893054
"19155","Pottawattamie, IA","1","Real GDP (thousands of chained 2012 dollars)",4611782
"19155","Pottawattamie, IA","2","Chain-type quantity indexes for real GDP",114.318
"19155","Pottawattamie, IA","3","Current-dollar GDP (thousands of current dollars)",4926537
"19157","Poweshiek, IA","1","Real GDP (thousands of chained 2012 dollars)",1088574
"19157","Poweshiek, IA","2","Chain-type quantity indexes for real GDP",106.889
"19157","Poweshiek, IA","3","Current-dollar GDP (thousands of current dollars)",1120319
"19159","Ringgold, IA","1","Real GDP (thousands of chained 2012 dollars)",157843
"19159","Ringgold, IA","2","Chain-type quantity indexes for real GDP",102.638
"19159","Ringgold, IA","3","Current-dollar GDP (thousands of current dollars)",153696
"19161","Sac, IA","1","Real GDP (thousands of chained 2012 dollars)",539118
"19161","Sac, IA","2","Chain-type quantity indexes for real GDP",109.345
"19161","Sac, IA","3","Current-dollar GDP (thousands of current dollars)",495706
"19163","Scott, IA","1","Real GDP (thousands of chained 2012 dollars)",8052003
"19163","Scott, IA","2","Chain-type quantity indexes for real GDP",99.198
"19163","Scott, IA","3","Current-dollar GDP (thousands of current dollars)",8623549
"19165","Shelby, IA","1","Real GDP (thousands of chained 2012 dollars)",1021387
"19165","Shelby, IA","2","Chain-type quantity indexes for real GDP",146.007
"19165","Shelby, IA","3","Current-dollar GDP (thousands of current dollars)",1032713
"19167","Sioux, IA","1","Real GDP (thousands of chained 2012 dollars)",2434370
"19167","Sioux, IA","2","Chain-type quantity indexes for real GDP",122.301
"19167","Sioux, IA","3","Current-dollar GDP (thousands of current dollars)",2315624
"19169","Story, IA","1","Real GDP (thousands of chained 2012 dollars)",4627378
"19169","Story, IA","2","Chain-type quantity indexes for real GDP",108.358
"19169","Story, IA","3","Current-dollar GDP (thousands of current dollars)",5101848
"19171","Tama, IA","1","Real GDP (thousands of chained 2012 dollars)",513704
"19171","Tama, IA","2","Chain-type quantity indexes for real GDP",87.709
"19171","Tama, IA","3","Current-dollar GDP (thousands of current dollars)",531270
"19173","Taylor, IA","1","Real GDP (thousands of chained 2012 dollars)",179462
"19173","Taylor, IA","2","Chain-type quantity indexes for real GDP",82.301
"19173","Taylor, IA","3","Current-dollar GDP (thousands of current dollars)",175189
"19175","Union, IA","1","Real GDP (thousands of chained 2012 dollars)",541249
"19175","Union, IA","2","Chain-type quantity indexes for real GDP",95.332
"19175","Union, IA","3","Current-dollar GDP (thousands of current dollars)",560261
"19177","Van Buren, IA","1","Real GDP (thousands of chained 2012 dollars)",207442
"19177","Van Buren, IA","2","Chain-type quantity indexes for real GDP",77.057
"19177","Van Buren, IA","3","Current-dollar GDP (thousands of current dollars)",222081
"19179","Wapello, IA","1","Real GDP (thousands of chained 2012 dollars)",1572369
"19179","Wapello, IA","2","Chain-type quantity indexes for real GDP",99.852
"19179","Wapello, IA","3","Current-dollar GDP (thousands of current dollars)",1749450
"19181","Warren, IA","1","Real GDP (thousands of chained 2012 dollars)",995315
"19181","Warren, IA","2","Chain-type quantity indexes for real GDP",105.432
"19181","Warren, IA","3","Current-dollar GDP (thousands of current dollars)",1098040
"19183","Washington, IA","1","Real GDP (thousands of chained 2012 dollars)",934993
"19183","Washington, IA","2","Chain-type quantity indexes for real GDP",98.431
"19183","Washington, IA","3","Current-dollar GDP (thousands of current dollars)",950740
"19185","Wayne, IA","1","Real GDP (thousands of chained 2012 dollars)",219054
"19185","Wayne, IA","2","Chain-type quantity indexes for real GDP",109.999
"19185","Wayne, IA","3","Current-dollar GDP (thousands of current dollars)",225875
"19187","Webster, IA","1","Real GDP (thousands of chained 2012 dollars)",2137710
"19187","Webster, IA","2","Chain-type quantity indexes for real GDP",95.158
"19187","Webster, IA","3","Current-dollar GDP (thousands of current dollars)",2305623
"19189","Winnebago, IA","1","Real GDP (thousands of chained 2012 dollars)",416167
"19189","Winnebago, IA","2","Chain-type quantity indexes for real GDP",92.803
"19189","Winnebago, IA","3","Current-dollar GDP (thousands of current dollars)",419073
"19191","Winneshiek, IA","1","Real GDP (thousands of chained 2012 dollars)",1063400
"19191","Winneshiek, IA","2","Chain-type quantity indexes for real GDP",119.074
"19191","Winneshiek, IA","3","Current-dollar GDP (thousands of current dollars)",1048321
"19193","Woodbury, IA","1","Real GDP (thousands of chained 2012 dollars)",4941052
"19193","Woodbury, IA","2","Chain-type quantity indexes for real GDP",102.545
"19193","Woodbury, IA","3","Current-dollar GDP (thousands of current dollars)",5413114
"19195","Worth, IA","1","Real GDP (thousands of chained 2012 dollars)",372315
"19195","Worth, IA","2","Chain-type quantity indexes for real GDP",112.531
"19195","Worth, IA","3","Current-dollar GDP (thousands of current dollars)",397023
"19197","Wright, IA","1","Real GDP (thousands of chained 2012 dollars)",889787
"19197","Wright, IA","2","Chain-type quantity indexes for real GDP",119.752
"19197","Wright, IA","3","Current-dollar GDP (thousands of current dollars)",855643
"26001","Alcona, MI","1","Real GDP (thousands of chained 2012 dollars)",215680
"26001","Alcona, MI","2","Chain-type quantity indexes for real GDP",108.409
"26001","Alcona, MI","3","Current-dollar GDP (thousands of current dollars)",230703
"26003","Alger, MI","1","Real GDP (thousands of chained 2012 dollars)",249362
"26003","Alger, MI","2","Chain-type quantity indexes for real GDP",110.099
"26003","Alger, MI","3","Current-dollar GDP (thousands of current dollars)",271668
"26005","Allegan, MI","1","Real GDP (thousands of chained 2012 dollars)",3957389
"26005","Allegan, MI","2","Chain-type quantity indexes for real GDP",110.875
"26005","Allegan, MI","3","Current-dollar GDP (thousands of current dollars)",4324701
"26007","Alpena, MI","1","Real GDP (thousands of chained 2012 dollars)",973702
"26007","Alpena, MI","2","Chain-type quantity indexes for real GDP",100.425
"26007","Alpena, MI","3","Current-dollar GDP (thousands of current dollars)",1072956
"26009","Antrim, MI","1","Real GDP (thousands of chained 2012 dollars)",512301
"26009","Antrim, MI","2","Chain-type quantity indexes for real GDP",106.435
"26009","Antrim, MI","3","Current-dollar GDP (thousands of current dollars)",548668
"26011","Arenac, MI","1","Real GDP (thousands of chained 2012 dollars)",384314
"26011","Arenac, MI","2","Chain-type quantity indexes for real GDP",100.967
"26011","Arenac, MI","3","Current-dollar GDP (thousands of current dollars)",416494
"26013","Baraga, MI","1","Real GDP (thousands of chained 2012 dollars)",246983
"26013","Baraga, MI","2","Chain-type quantity indexes for real GDP",93.294
"26013","Baraga, MI","3","Current-dollar GDP (thousands of current dollars)",274382
"26015","Barry, MI","1","Real GDP (thousands of chained 2012 dollars)",1357971
"26015","Barry, MI","2","Chain-type quantity indexes for real GDP",104.090
"26015","Barry, MI","3","Current-dollar GDP (thousands of current dollars)",1414124
"26017","Bay, MI","1","Real GDP (thousands of chained 2012 dollars)",3499875
"26017","Bay, MI","2","Chain-type quantity indexes for real GDP",100.332
"26017","Bay, MI","3","Current-dollar GDP (thousands of current dollars)",3770287
"26019","Benzie, MI","1","Real GDP (thousands of chained 2012 dollars)",372819
"26019","Benzie, MI","2","Chain-type quantity indexes for real GDP",107.648
"26019","Benzie, MI","3","Current-dollar GDP (thousands of current dollars)",411726
"26021","Berrien, MI","1","Real GDP (thousands of chained 2012 dollars)",6586651
"26021","Berrien, MI","2","Chain-type quantity indexes for real GDP",103.720
"26021","Berrien, MI","3","Current-dollar GDP (thousands of current dollars)",7117691
"26023","Branch, MI","1","Real GDP (thousands of chained 2012 dollars)",1245185
"26023","Branch, MI","2","Chain-type quantity indexes for real GDP",103.377
"26023","Branch, MI","3","Current-dollar GDP (thousands of current dollars)",1315052
"26025","Calhoun, MI","1","Real GDP (thousands of chained 2012 dollars)",5594998
"26025","Calhoun, MI","2","Chain-type quantity indexes for real GDP",103.841
"26025","Calhoun, MI","3","Current-dollar GDP (thousands of current dollars)",6129521
"26027","Cass, MI","1","Real GDP (thousands of chained 2012 dollars)",993586
"26027","Cass, MI","2","Chain-type quantity indexes for real GDP",107.667
"26027","Cass, MI","3","Current-dollar GDP (thousands of current dollars)",1071224
"26029","Charlevoix, MI","1","Real GDP (thousands of chained 2012 dollars)",1085000
"26029","Charlevoix, MI","2","Chain-type quantity indexes for real GDP",119.718
"26029","Charlevoix, MI","3","Current-dollar GDP (thousands of current dollars)",1144572
"26031","Cheboygan, MI","1","Real GDP (thousands of chained 2012 dollars)",566698
"26031","Cheboygan, MI","2","Chain-type quantity indexes for real GDP",104.440
"26031","Cheboygan, MI","3","Current-dollar GDP (thousands of current dollars)",623758
"26033","Chippewa, MI","1","Real GDP (thousands of chained 2012 dollars)",1033661
"26033","Chippewa, MI","2","Chain-type quantity indexes for real GDP",95.110
"26033","Chippewa, MI","3","Current-dollar GDP (thousands of current dollars)",1136089
"26035","Clare, MI","1","Real GDP (thousands of chained 2012 dollars)",789999
"26035","Clare, MI","2","Chain-type quantity indexes for real GDP",101.734
"26035","Clare, MI","3","Current-dollar GDP (thousands of current dollars)",867644
"26037","Clinton, MI","1","Real GDP (thousands of chained 2012 dollars)",1705952
"26037","Clinton, MI","2","Chain-type quantity indexes for real GDP",103.544
"26037","Clinton, MI","3","Current-dollar GDP (thousands of current dollars)",1824110
"26039","Crawford, MI","1","Real GDP (thousands of chained 2012 dollars)",374857
"26039","Crawford, MI","2","Chain-type quantity indexes for real GDP",103.262
"26039","Crawford, MI","3","Current-dollar GDP (thousands of current dollars)",413737
"26041","Delta, MI","1","Real GDP (thousands of chained 2012 dollars)",1147124
"26041","Delta, MI","2","Chain-type quantity indexes for real GDP",98.577
"26041","Delta, MI","3","Current-dollar GDP (thousands of current dollars)",1254352
"26043","Dickinson, MI","1","Real GDP (thousands of chained 2012 dollars)",1202929
"26043","Dickinson, MI","2","Chain-type quantity indexes for real GDP",100.407
"26043","Dickinson, MI","3","Current-dollar GDP (thousands of current dollars)",1310763
"26045","Eaton, MI","1","Real GDP (thousands of chained 2012 dollars)",4309150
"26045","Eaton, MI","2","Chain-type quantity indexes for real GDP",116.054
"26045","Eaton, MI","3","Current-dollar GDP (thousands of current dollars)",4715920
"26047","Emmet, MI","1","Real GDP (thousands of chained 2012 dollars)",1479016
"26047","Emmet, MI","2","Chain-type quantity indexes for real GDP",105.121
"26047","Emmet, MI","3","Current-dollar GDP (thousands of current dollars)",1617382
"26049","Genesee, MI","1","Real GDP (thousands of chained 2012 dollars)",13122491
"26049","Genesee, MI","2","Chain-type quantity indexes for real GDP",106.005
"26049","Genesee, MI","3","Current-dollar GDP (thousands of current dollars)",14232595
"26051","Gladwin, MI","1","Real GDP (thousands of chained 2012 dollars)",426696
"26051","Gladwin, MI","2","Chain-type quantity indexes for real GDP",103.785
"26051","Gladwin, MI","3","Current-dollar GDP (thousands of current dollars)",464521
"26053","Gogebic, MI","1","Real GDP (thousands of chained 2012 dollars)",454835
"26053","Gogebic, MI","2","Chain-type quantity indexes for real GDP",103.899
"26053","Gogebic, MI","3","Current-dollar GDP (thousands of current dollars)",501711
"26055","Grand Traverse, MI","1","Real GDP (thousands of chained 2012 dollars)",4492132
"26055","Grand Traverse, MI","2","Chain-type quantity indexes for real GDP",113.718
"26055","Grand Traverse, MI","3","Current-dollar GDP (thousands of current dollars)",4862424
"26057","Gratiot, MI","1","Real GDP (thousands of chained 2012 dollars)",1242948
"26057","Gratiot, MI","2","Chain-type quantity indexes for real GDP",97.220
"26057","Gratiot, MI","3","Current-dollar GDP (thousands of current dollars)",1341817
"26059","Hillsdale, MI","1","Real GDP (thousands of chained 2012 dollars)",1451015
"26059","Hillsdale, MI","2","Chain-type quantity indexes for real GDP",112.144
"26059","Hillsdale, MI","3","Current-dollar GDP (thousands of current dollars)",1551175
"26061","Houghton, MI","1","Real GDP (thousands of chained 2012 dollars)",1072341
"26061","Houghton, MI","2","Chain-type quantity indexes for real GDP",110.064
"26061","Houghton, MI","3","Current-dollar GDP (thousands of current dollars)",1174924
"26063","Huron, MI","1","Real GDP (thousands of chained 2012 dollars)",1319411
"26063","Huron, MI","2","Chain-type quantity indexes for real GDP",92.705
"26063","Huron, MI","3","Current-dollar GDP (thousands of current dollars)",1294161
"26065","Ingham, MI","1","Real GDP (thousands of chained 2012 dollars)",14053425
"26065","Ingham, MI","2","Chain-type quantity indexes for real GDP",104.712
"26065","Ingham, MI","3","Current-dollar GDP (thousands of current dollars)",15386681
"26067","Ionia, MI","1","Real GDP (thousands of chained 2012 dollars)",1412179
