State;ST;Fips;County;Precincts;Votes;Democrats 08 (Votes);Democrats 12 (Votes);Republicans 08 (Votes);Republicans 12 (Votes);Republicans 2016;Democrats 2016;Green 2016;Libertarians 2016;Republicans 2012;Republicans 2008;Democrats 2012;Democrats 2008;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;White;Black;Hispanic;Asian;Amerindian;Other;White  Asian;Sire Homogeneity;Median Age;lon;lat;Poor.physical.health.days;Poor.mental.health.days;Low.birthweight;Teen.births;Children.in.single.parent.households;Adult.smoking;Adult.obesity;Diabetes;Sexually.transmitted.infections;HIV.prevalence.rate;Uninsured;Unemployment;Violent.crime;Homicide.rate;Injury.deaths;Infant.mortality;CA;S;MAR;CFS;ACFS;Mean Alc;Max Alc;Mixedness;elevation;Annual Prcp;Winter Prcp;Summer Prcp;Spring Prcp;Autumn Prcp;Annual Tavg;Annual Tmax;Annual Tmin;Winter Tavg;Winter Tmax;Winter Tmin;Summer Tavg;Summer Tmax;Summer Tmin;Spring Tavg;Spring Tmax;Spring Tmin;Autumn Tavg;Autumn Tmax;Autumn Tmin;Nearest County;temp;precip;Temp Bins;Lat Bins;Lon Bins;Precip Bins;Elevation Bins;Geo Shape;Name 16;reporting;Votes16 Trumpd;Votes16 Clintonh;Votes16 Johnsong;Votes16 Steinj;Votes16 Castled;Votes16 De La Fuenter;Est Votes Remaining;Votes16 Mcmulline;Votes16 Hedgesj;Votes16 Kahnl;Votes16 La Rivag;Votes16 Hoeflingt;Votes16 Kenistonc;Votes16 Smithm;Votes16 Atwoodf;Votes16 Kennedya;Votes16 Kopitkek;Votes16 Kotlikoffl;Votes16 Lyttleb;Votes16 Maldonadoj;Votes16 Maturenm;Votes16 Scottr;Votes16 Silvar;Votes16 Soltysike;Votes16 Vacekd;Votes16 Copelands;Votes16 Jacobp;Votes16 Whitej;Votes16 Mooreheadm;Votes16 None Of These Candidates;Votes16 Duncanr;Votes16 Skewesp;Votes16 Giordanir;total16;Other16 Frac;Rep16 Frac2;Dem16 Frac2;Name Prev;Statecode Prev;total08;total12;other08;other12;Other12 Frac;Other08 Frac;Rep12 Frac2;Rep08 Frac2;Dem12 Frac2;Dem08 Frac2
North Carolina;NC;37011;Avery County, North Carolina;19;8060;2178;1882;5681;5766;77.24565756823822;20.719602977667495;;2.034739454094293;74.3137002191004;71.52209492635025;24.255703054517337;27.420370137227746;18.7;81.3;20.3;6.0;76.25;19670.20603;89.85;3.3;0.30000000000000004;0.4;2.1;4.1;22.7;10.0;17850;52.9;15.6;0.529;20.85;29.7;22.15;21.35;1.75;12.25;12.75;89.85;3.3;4.1;0.4;0.30000000000000004;2.1;90.25;0.81053825;41.7;-81.920363;36.0728941;4.3;2.7;0.08;25.9;0.24;0.245;0.289;0.105;56.9;57.5;0.255;0.112;126.53;;80.2;;0.268626688571863;-0.296481627883601;0.74142993311074;6.26031224051915e-05;6.26031224051915e-05;8.0433123692693e-05;0.0006782913317810002;-0.131868978721413;1434.9;5408.0;1211.66666666667;1561.0;1377.66666666667;1257.66666666667;470.666666666667;554.333333333333;387.0;300.333333333333;387.0;214.333333333333;633.0;708.0;557.666666666667;456.666666666667;545.666666666667;367.666666666667;489.0;574.0;404.666666666667;37011;8.37037037037037;1373.632;8.12,9.33;;(-82.1,-78.2];(1.27e+03,1.39e+03];(1.01e+03,3.06e+03];"{""type"": ""Polygon"", ""coordinates"": [[[-82.0164449999, 36.1450780003], [-81.9601009998, 36.2281310001], [-81.9388970004, 36.2560669997], [-81.9181129997, 36.2871100004], [-81.9169970004, 36.2849780001], [-81.9125579999, 36.2812740002], [-81.9095460003, 36.2803750001], [-81.9069759996, 36.2783369997], [-81.9022100002, 36.2809489996], [-81.900256, 36.2809689996], [-81.897954, 36.2779879997], [-81.8951999998, 36.2720989998], [-81.8954070003, 36.2693069996], [-81.8934599996, 36.2642670001], [-81.8970099996, 36.261904], [-81.8954840003, 36.2602779996], [-81.8958789996, 36.2581569998], [-81.8978810002, 36.2574480004], [-81.8961240001, 36.2566070003], [-81.8965999996, 36.2551669996], [-81.8976919996, 36.2541510004], [-81.900081, 36.253987], [-81.9008620001, 36.2521849996], [-81.9021300001, 36.2542899996], [-81.9041250004, 36.2510359997], [-81.9035930001, 36.2493569996], [-81.9000709996, 36.2486359997], [-81.8969739998, 36.2427230004], [-81.9020720001, 36.239244], [-81.9083449998, 36.239108], [-81.9079060003, 36.2340919998], [-81.9112449996, 36.2295370002], [-81.9102899996, 36.226685], [-81.907354, 36.2232819996], [-81.9078979999, 36.2199139998], [-81.9068700002, 36.2180110002], [-81.9091079999, 36.2162800004], [-81.9043609996, 36.2106689998], [-81.90367000009999, 36.207905], [-81.8881540004, 36.1964470004], [-81.8854509999, 36.1895059996], [-81.8568219998, 36.1937369996], [-81.8372750004, 36.1728690004], [-81.8353980002, 36.1703229999], [-81.8351420001, 36.1684600003], [-81.8328790001, 36.1679019998], [-81.8298560001, 36.1692279998], [-81.8292760003, 36.1688460001], [-81.8287609999, 36.1654409996], [-81.8269510001, 36.1640700002], [-81.8243289997, 36.1564810001], [-81.8245439997, 36.1543550001], [-81.8115199998, 36.1115439999], [-81.8066609997, 36.1109379998], [-81.7967300004, 36.1072010001], [-81.7914899998, 36.1028730002], [-81.7856159996, 36.1005219997], [-81.7810739997, 36.1012380003], [-81.7742089996, 36.0987770002], [-81.7705770003, 36.0949350002], [-81.7610980003, 36.0899650003], [-81.7599779999, 36.0852369999], [-81.7582530004, 36.0824039996], [-81.7584090004, 36.0795500002], [-81.7571709999, 36.0773840002], [-81.7552260002, 36.0764939996], [-81.7538919998, 36.0725559997], [-81.749606, 36.0726680003], [-81.7474589999, 36.0719290004], [-81.7451549998, 36.0726070002], [-81.7408859999, 36.0714760002], [-81.735876, 36.0669760004], [-81.8071200002, 35.9620570004], [-81.812127, 35.9636619998], [-81.8174059997, 35.9685050001], [-81.8213309999, 35.9685569998], [-81.8271369997, 35.9671729998], [-81.8329640004, 35.967235], [-81.8353499998, 35.9715979997], [-81.8410110001, 35.9720869998], [-81.8445240002, 35.9749820002], [-81.8495570003, 35.9736200004], [-81.8517889998, 35.9748329996], [-81.8650230003, 35.9756090004], [-81.8711709996, 35.9767839997], [-81.8737210003, 35.9779880003], [-81.8734759998, 35.9791920001], [-81.8774539998, 35.9816819998], [-81.8776170001, 35.9896110003], [-81.8804769998, 35.9909629997], [-81.8810090001, 35.9928949998], [-81.8995829996, 36.0001269997], [-81.9629570002, 35.941669], [-81.9632579997, 35.9394340004], [-81.9624290001, 35.9379660001], [-81.9544839997, 35.931995], [-81.9545009996, 35.9267419996], [-81.9603959999, 35.9212239997], [-81.9650060002, 35.9207090002], [-81.9658119996, 35.9191850001], [-81.9673680003, 35.9190969996], [-81.9722719999, 35.9148489998], [-81.9762059996, 35.9152369997], [-81.9782680003, 35.914463], [-81.9792729998, 35.9126570003], [-81.9817230004, 35.91152], [-82.034192, 35.9421070004], [-82.0482679998, 35.9636910002], [-82.0590519997, 35.9878049998], [-82.0589670003, 35.9913159998], [-82.057907, 35.9955659998], [-82.0553570002, 35.9990959998], [-82.0483400004, 36.002123], [-82.04954, 36.0050229997], [-82.0489400002, 36.0083229999], [-82.0430399997, 36.0059239999], [-82.0388400003, 36.0080239996], [-82.0506380002, 36.0318219999], [-82.0592699999, 36.0467470002], [-82.0665419998, 36.0624209999], [-82.0710419996, 36.0694209999], [-82.069042, 36.0765209999], [-82.0718419996, 36.0811209998], [-82.0759429999, 36.08442], [-82.0767429999, 36.0924200002], [-82.0757429996, 36.0960199998], [-82.0805429998, 36.1010200002], [-82.0797429997, 36.1065200002], [-82.0707430002, 36.1094199999], [-82.0671419996, 36.1120200002], [-82.0613420001, 36.1131209997], [-82.0583420003, 36.1183210003], [-82.0560420003, 36.1207210004], [-82.0560420003, 36.1239209996], [-82.054142, 36.1268210002], [-82.0439409999, 36.1254210004], [-82.0379410002, 36.121122], [-82.0331410001, 36.1204220001], [-82.0287400004, 36.1243220001], [-82.0263400003, 36.1292220003], [-82.0266399997, 36.1302219996], [-82.0164449999, 36.1450780003]]]}";Avery;19;6226;1670;164;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8060.0;0.020347394540942;0.7885005065856131;0.211499493414387;Avery;37;7943;7759;84;111;0.014305967263822002;0.010575349364220001;0.753922594142259;0.7228655045171141;0.24607740585774002;0.27713449548288505
North Carolina;NC;37069;Franklin County, North Carolina;18;29902;13085;13436;13273;14603;54.578289077653665;42.843288074376304;;2.5784228479700353;51.43893761668252;49.82544389804422;47.328190496318996;49.119711700889674;19.9;80.1;15.2;4.6;75.4;27702.20984;64.0;26.45;0.35000000000000003;0.4;1.35;7.45;23.4;13.55;58910;39.0;14.8;0.41400000000000003;19.65;29.75;14.5;23.9;1.65;15.5;14.7;64.0;26.45;7.45;0.4;0.35000000000000003;1.35;64.4;0.485321;39.0;-78.2830903;36.0882406;4.4;4.4;0.09;43.0;0.256;0.267;0.334;0.106;297.7;209.0;0.209;0.09;146.35;5.51;72.6;7.1;-0.275334082150449;-0.428029263461765;0.483407029827697;1.9363630049951102e-05;1.9363630049951102e-05;1.8123293306009003e-05;6.81163317446387e-05;-0.82194475800207;79.2;4563.0;1020.0;1352.0;1120.0;1071.0;584.0;713.0;456.0;401.0;527.0;276.0;765.0;882.0;648.0;574.0;713.0;435.0;594.0;728.0;460.0;37069;14.6666666666667;1159.002;13.6,14.9;;(-82.1,-78.2];(1.12e+03,1.19e+03];(38.9,105];"{""type"": ""Polygon"", ""coordinates"": [[[-78.411396, 36.1709140002], [-78.378164, 36.2350839997], [-78.3380120001, 36.2346199999], [-78.3325669999, 36.2416769998], [-78.3148009999, 36.256171], [-78.3070120004, 36.2661590001], [-78.2403229998, 36.2578629998], [-78.2355560003, 36.258277], [-78.231921, 36.2574600001], [-78.230205, 36.2559339999], [-78.2248759997, 36.2565339996], [-78.2174289998, 36.2536309998], [-78.2156860004, 36.2519179999], [-78.2104530001, 36.2525730004], [-78.2010140001, 36.2507730002], [-78.1987629997, 36.2517399998], [-78.1965589997, 36.2484589996], [-78.1933399996, 36.2469219998], [-78.1889460003, 36.247707], [-78.1826329996, 36.2512020002], [-78.1808910002, 36.2514439996], [-78.1796440003, 36.2527949999], [-78.1784160003, 36.2523999997], [-78.1764090004, 36.2532340003], [-78.1731680002, 36.2555019997], [-78.1715880002, 36.254046], [-78.1679270004, 36.2526120004], [-78.1639490004, 36.2489109997], [-78.1572869999, 36.2445649999], [-78.1517130001, 36.2455139996], [-78.1490959999, 36.2468249998], [-78.1423570003, 36.2464660003], [-78.1398479997, 36.2474089997], [-78.1352869998, 36.2458420003], [-78.1326699996, 36.246362], [-78.1327859996, 36.2445659999], [-78.1314380004, 36.2435109998], [-78.130844, 36.2405289999], [-78.1253039999, 36.2346280003], [-78.1264709997, 36.233316], [-78.1267849998, 36.2307959998], [-78.1266229996, 36.2296970004], [-78.1253700002, 36.2289439999], [-78.1262710004, 36.2286210003], [-78.125385, 36.2271709999], [-78.1257509998, 36.2263360001], [-78.1247919997, 36.2255990003], [-78.1233220002, 36.2263299998], [-78.1218970001, 36.2242110001], [-78.1191110003, 36.2243710003], [-78.1188269998, 36.2233439997], [-78.1173140001, 36.2225380003], [-78.1164380002, 36.2187550003], [-78.1148580002, 36.2167949999], [-78.1141390003, 36.2162350001], [-78.1132109998, 36.2174490004], [-78.112066, 36.2175099996], [-78.111597, 36.2159939998], [-78.1106969999, 36.2162469998], [-78.1103229997, 36.2139629997], [-78.1092780001, 36.2133150004], [-78.1107280004, 36.2121780001], [-78.1100970001, 36.2103719996], [-78.1069319998, 36.2098950001], [-78.1049340003, 36.2107740001], [-78.1026969997, 36.2090830004], [-78.0995670001, 36.2098089997], [-78.0997840002, 36.2106770001], [-78.0983200002, 36.2109239998], [-78.0973240001, 36.2089860004], [-78.0968010003, 36.209816000000004], [-78.0940979997, 36.2103650001], [-78.0919230001, 36.2094209998], [-78.0916789997, 36.2076750002], [-78.0904519998, 36.2081309996], [-78.0904800002, 36.2089109996], [-78.0886500003, 36.2084999996], [-78.0849169999, 36.2093900001], [-78.0854589997, 36.209972], [-78.0843410003, 36.2103670002], [-78.0845300001, 36.2112729997], [-78.0839549996, 36.2110979998], [-78.0830540003, 36.2127339997], [-78.0770559998, 36.2116199996], [-78.0763660004, 36.2134870002], [-78.0753080002, 36.2133219998], [-78.0745219999, 36.215178], [-78.0739260003, 36.2145580002], [-78.0739880004, 36.2155570004], [-78.0714599999, 36.2153210003], [-78.0709590002, 36.2166890004], [-78.0696910001, 36.2152119997], [-78.0679089998, 36.2153269996], [-78.0662220002, 36.216486], [-78.0651510003, 36.2154309999], [-78.0641550003, 36.215667], [-78.0636470002, 36.2140419997], [-78.0607329998, 36.2142670002], [-78.0598050002, 36.2125480001], [-78.0579950004, 36.2124659999], [-78.0586730002, 36.2115809996], [-78.0578799996, 36.2110209998], [-78.0568299997, 36.2118510003], [-78.0569449996, 36.2110490002], [-78.0562750002, 36.2111369998], [-78.0511579998, 36.2140239998], [-78.0490849996, 36.213267], [-78.0480139996, 36.2147980004], [-78.0465369999, 36.2145010002], [-78.0445649998, 36.2155390004], [-78.0432530004, 36.2139770003], [-78.0451830004, 36.2131689999], [-78.045076, 36.2123289999], [-78.0392029998, 36.2110769997], [-78.0388770001, 36.2103250001], [-78.0374560002, 36.2107590003], [-78.0388349999, 36.20884], [-78.0375710001, 36.2082380001], [-78.0370890004, 36.2087480002], [-78.0354130004, 36.207047], [-78.0329029998, 36.207183], [-78.0321789997, 36.2089349999], [-78.031192, 36.2090200002], [-78.0302459996, 36.2110660001], [-78.0313950004, 36.2134789999], [-78.0303449996, 36.2144869996], [-78.0294060004, 36.2135680004], [-78.0288489999, 36.2106020003], [-78.024736, 36.2095009999], [-78.0249730001, 36.207964], [-78.0238270003, 36.2083319999], [-78.021499, 36.2050850004], [-78.0185390002, 36.2051899998], [-78.0180819998, 36.2065719997], [-78.0161000001, 36.2078150004], [-78.0159240001, 36.206442], [-78.0151559997, 36.2075499998], [-78.0144369999, 36.2072300004], [-78.0142619999, 36.2053960003], [-78.0117229997, 36.2061049997], [-78.0111349996, 36.204881], [-78.0085950003, 36.2048700004], [-78.0088250001, 36.2039229998], [-78.007809, 36.204317], [-78.0065539997, 36.2026630002], [-78.0579629998, 36.1250919996], [-78.1721789996, 35.9563010003], [-78.184162, 35.9350460004], [-78.2406149998, 35.8442709997], [-78.2549030004, 35.8177299997], [-78.2559029997, 35.8209279997], [-78.2550679999, 35.8282160004], [-78.257392, 35.8313449999], [-78.2625129997, 35.835405], [-78.2620689999, 35.8369979998], [-78.264237, 35.8381760001], [-78.2685219998, 35.843127], [-78.2696600001, 35.8454789997], [-78.2699669999, 35.8508229997], [-78.2722449997, 35.8542389998], [-78.272876, 35.8575850003], [-78.274904, 35.8596320003], [-78.2778760004, 35.8665029997], [-78.2806669996, 35.869201], [-78.2823560001, 35.8721860001], [-78.28518, 35.8745009998], [-78.2900380001, 35.8765220004], [-78.2912389997, 35.8802480004], [-78.2932620003, 35.8800880003], [-78.2951670001, 35.8812309999], [-78.2988380003, 35.8867489999], [-78.3030890003, 35.8898420004], [-78.3050319999, 35.8932029998], [-78.307354, 35.8940819999], [-78.3073139999, 35.8965870003], [-78.3105479998, 35.8962570004], [-78.3129970003, 35.8973939997], [-78.3178369996, 35.8945049996], [-78.3193350003, 35.8954000004], [-78.3296690002, 35.8972749996], [-78.3313939997, 35.8979169996], [-78.3326029997, 35.9002789997], [-78.3320409999, 35.9017910002], [-78.3336450001, 35.9022210002], [-78.3359229999, 35.906058], [-78.3388869999, 35.9063489999], [-78.3400610001, 35.907327], [-78.3452439999, 35.9073189997], [-78.3503269996, 35.9094950002], [-78.3513960003, 35.910798], [-78.3534479996, 35.9310060002], [-78.3944629998, 35.9369380004], [-78.4266480001, 35.9749169999], [-78.4973290004, 36.0043880001], [-78.5464969997, 36.0218040002], [-78.5448009998, 36.0806780001], [-78.4964739997, 36.1752169999], [-78.4954370004, 36.1753460004], [-78.4958640003, 36.1799339998], [-78.4952669998, 36.1813660001], [-78.4933579999, 36.1833669998], [-78.4923599997, 36.1834629997], [-78.4878510004, 36.1799880004], [-78.4849149999, 36.1790749997], [-78.4855929997, 36.1746780002], [-78.4735120002, 36.1723960002], [-78.4671600004, 36.1723970002], [-78.4610639999, 36.1699970002], [-78.4604129996, 36.1659899997], [-78.4581569998, 36.1636489997], [-78.4561699999, 36.1645150001], [-78.454338, 36.1677180003], [-78.4499710001, 36.1690109997], [-78.4475150001, 36.168102], [-78.4411640004, 36.1678259999], [-78.4364529999, 36.1664090002], [-78.431795, 36.1666769999], [-78.4322440001, 36.1644610003], [-78.4249940003, 36.1637459997], [-78.4214949999, 36.1646439997], [-78.4218999997, 36.1680100003], [-78.4183610002, 36.1674749999], [-78.4167430002, 36.1692000003], [-78.4120460003, 36.1696640001], [-78.411396, 36.1709140002]]]}";Franklin;18;16320;12811;771;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;29902.0;0.0257842284797;0.560227935875871;0.43977206412412806;Franklin;37;26639;28389;281;350;0.012328718869984;0.010548444010661;0.52081029993937;0.503566279687381;0.47918970006062905;0.49643372031261807
North Carolina;NC;37025;Cabarrus County, North Carolina;46;91002;31546;32849;45924;49557;58.48662666754577;38.5134392650711;;2.9999340673831343;59.302826508388584;58.88145241941688;39.309049134815595;40.446701028284224;15.0;85.0;23.5;7.1;77.4;31233.139685;72.9;14.5;0.25;1.65;1.75;8.9;18.9;8.75;169742;52.8;11.1;0.432;15.45;33.95;13.5;27.45;0.45;11.2;13.4;72.9;14.5;8.9;1.65;0.25;1.75;74.55;0.56097175;36.3;-80.5528682;35.3878448;3.2;3.2;0.09;42.4;0.257;0.193;0.309;0.099;396.8;159.5;0.177;0.088;149.66;5.23;69.6;6.4;0.31845927184808703;0.14018440716333602;0.449479031148287;-4.37268365399701e-06;4.37268365399701e-06;5.43187130758567e-05;0.00018493962484300003;-0.8589843237615421;213.4;4591.0;1020.0;1363.0;1124.0;1084.0;604.0;724.0;484.0;420.0;538.0;302.0;783.0;893.0;673.0;596.0;726.0;467.0;612.0;735.0;489.0;37025;15.7777777777778;1166.114;14.9,16.6;;(-82.1,-78.2];(1.12e+03,1.19e+03];(167,216];"{""type"": ""Polygon"", ""coordinates"": [[[-80.7642550004, 35.400226], [-80.766373, 35.4013159999], [-80.7637030001, 35.4122220001], [-80.752507, 35.4143799998], [-80.7733849996, 35.4575280003], [-80.7735439998, 35.4633059997], [-80.7793759998, 35.4722229999], [-80.7824260002, 35.4817630001], [-80.7824979999, 35.4844740001], [-80.787942, 35.4931350002], [-80.7884940003, 35.4964550004], [-80.78772499990001, 35.4999970001], [-80.7842709998, 35.5060179998], [-80.7373839996, 35.505807], [-80.7370690003, 35.5071629996], [-80.7125579996, 35.5070309998], [-80.622977, 35.505475], [-80.5624019999, 35.5031099997], [-80.4237059998, 35.5019609998], [-80.2952360001, 35.5029470003], [-80.4063040004, 35.3356790002], [-80.4762219997, 35.22863], [-80.4841989998, 35.2161449998], [-80.4831940002, 35.2144489998], [-80.4835559998, 35.2126169999], [-80.489665, 35.2098200004], [-80.4924829996, 35.2076199997], [-80.4962190001, 35.2038619999], [-80.4991179998, 35.1984779999], [-80.5054300004, 35.1945430001], [-80.5062969999, 35.192415], [-80.5041560001, 35.187833], [-80.5052710003, 35.1851470002], [-80.6581220001, 35.2636859996], [-80.6672740004, 35.2690139998], [-80.6936079998, 35.3468000004], [-80.7090040002, 35.3554740002], [-80.7444099998, 35.3806670001], [-80.755315, 35.3948310004], [-80.7642550004, 35.400226]]]}";Cabarrus;46;53224;35048;2730;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;91002.0;0.029999340673831;0.6029545042595611;0.397045495740438;Cabarrus;37;77994;83566;524;1160;0.013881243567958002;0.006718465522988001;0.601376113389801;0.5927972118239311;0.39862388661019804;0.40720278817606803
