"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"0500000US55087","Outagamie County, Wisconsin","187885","*****","167807","1418","2875","719","2829","1036","6887","631","237","253","2650","1454","4600","1108","476","402","4124","1022"
"0500000US55089","Ozaukee County, Wisconsin","89221","*****","83241","437","519","458","105","140","1982","522","0","153","403","267","2971","832","101","128","2870","806"
"0500000US55097","Portage County, Wisconsin","70772","*****","65426","490","873","152","286","185","2394","179","0","153","1118","518","675","381","172","201","503","314"
"0500000US55101","Racine County, Wisconsin","196311","*****","157426","2524","22830","1451","1243","458","2726","408","0","153","5161","2258","6925","2265","2293","1499","4632","1734"
"0500000US55105","Rock County, Wisconsin","163354","*****","140116","2285","7537","1209","44","72","2023","435","61","100","8774","2305","4799","1448","397","353","4402","1368"
"0500000US55109","St. Croix County, Wisconsin","90687","*****","87115","226","713","435","36","50","914","383","0","153","141","226","1768","600","0","153","1768","600"
"0500000US55117","Sheboygan County, Wisconsin","115340","*****","100581","1598","2336","740","582","199","6861","226","0","153","2159","1145","2821","1276","766","797","2055","1039"
"0500000US55127","Walworth County, Wisconsin","103868","*****","97838","1044","1416","568","359","353","409","310","0","153","1948","971","1898","658","317","244","1581","605"
"0500000US55131","Washington County, Wisconsin","136034","*****","128012","751","2501","490","224","323","2643","506","57","104","1315","762","1282","798","395","434","887","645"
"0500000US55133","Waukesha County, Wisconsin","404198","*****","370945","2169","6660","1419","912","363","15415","1092","257","256","3725","2262","6284","1847","696","506","5588","1773"
"0500000US55139","Winnebago County, Wisconsin","171907","*****","155315","2212","4049","781","1084","343","4560","1278","986","1311","3186","2230","2727","998","51","81","2676","1016"
"0500000US55141","Wood County, Wisconsin","72999","*****","69301","177","680","391","346","157","1479","210","0","153","138","133","1055","548","34","70","1021","548"
