48287,"Lee, TX",901371
48289,"Leon, TX",1102364
48291,"Liberty, TX",1728899
48293,"Limestone, TX",1369196
48295,"Lipscomb, TX",761476
48297,"Live Oak, TX",2184215
48299,"Llano, TX",646414
48301,"Loving, TX",4188570
48303,"Lubbock, TX",11955144
48305,"Lynn, TX",208370
48307,"McCulloch, TX",316094
48309,"McLennan, TX",11405062
48311,"McMullen, TX",4273231
48313,"Madison, TX",871390
48315,"Marion, TX",260890
48317,"Martin, TX",5412710
48319,"Mason, TX",114096
48321,"Matagorda, TX",2036741
48323,"Maverick, TX",1403362
48325,"Medina, TX",818153
48327,"Menard, TX",71076
48329,"Midland, TX",18797042
48331,"Milam, TX",997226
48333,"Mills, TX",154603
48335,"Mitchell, TX",541563
48337,"Montague, TX",1078040
48339,"Montgomery, TX",20235028
48341,"Moore, TX",1753526
48343,"Morris, TX",639957
48345,"Motley, TX",39311
48347,"Nacogdoches, TX",2420273
48349,"Navarro, TX",1394937
48351,"Newton, TX",402663
48353,"Nolan, TX",947748
48355,"Nueces, TX",18790122
48357,"Ochiltree, TX",1557060
48359,"Oldham, TX",383814
48361,"Orange, TX",3199109
48363,"Palo Pinto, TX",913894
48365,"Panola, TX",2700866
48367,"Parker, TX",3576103
48369,"Parmer, TX",1329234
48371,"Pecos, TX",2260388
48373,"Polk, TX",1162945
48375,"Potter, TX",7554164
48377,"Presidio, TX",254849
48379,"Rains, TX",169157
48381,"Randall, TX",3409412
48383,"Reagan, TX",4212231
48385,"Real, TX",72070
48387,"Red River, TX",248770
48389,"Reeves, TX",5279109
48391,"Refugio, TX",530982
48393,"Roberts, TX",1301255
48395,"Robertson, TX",2265218
48397,"Rockwall, TX",2725128
48399,"Runnels, TX",295872
48401,"Rusk, TX",2708872
48403,"Sabine, TX",246862
48405,"San Augustine, TX",764715
48407,"San Jacinto, TX",332439
48409,"San Patricio, TX",2393458
48411,"San Saba, TX",161340
48413,"Schleicher, TX",214698
48415,"Scurry, TX",2371985
48417,"Shackelford, TX",268784
48419,"Shelby, TX",1349056
48421,"Sherman, TX",453877
48423,"Smith, TX",9796738
48425,"Somervell, TX",1193111
48427,"Starr, TX",1402458
48429,"Stephens, TX",540730
48431,"Sterling, TX",335686
48433,"Stonewall, TX",311694
48435,"Sutton, TX",509699
48437,"Swisher, TX",480407
48439,"Tarrant, TX",102172994
48441,"Taylor, TX",5680692
48443,"Terrell, TX",208373
48445,"Terry, TX",806173
48447,"Throckmorton, TX",156479
48449,"Titus, TX",1769587
48451,"Tom Green, TX",4916517
48453,"Travis, TX",92381463
48455,"Trinity, TX",224969
48457,"Tyler, TX",467929
48459,"Upshur, TX",811844
48461,"Upton, TX",5503600
48463,"Uvalde, TX",811951
48465,"Val Verde, TX",1558081
48467,"Van Zandt, TX",1016336
48469,"Victoria, TX",4502675
48471,"Walker, TX",1948584
48473,"Waller, TX",1651687
48475,"Ward, TX",2972627
48477,"Washington, TX",1955645
48479,"Webb, TX",12360473
48481,"Wharton, TX",1583284
48483,"Wheeler, TX",1298696
48485,"Wichita, TX",5303003
48487,"Wilbarger, TX",697392
48489,"Willacy, TX",783732
48491,"Williamson, TX",20619895
48493,"Wilson, TX",931470
48495,"Winkler, TX",920409
48497,"Wise, TX",3912276
48499,"Wood, TX",1580861
48501,"Yoakum, TX",2941461
48503,"Young, TX",839662
48505,"Zapata, TX",809255
48507,"Zavala, TX",1048958
55001,"Adams, WI",414439
55003,"Ashland, WI",669180
55005,"Barron, WI",1784670
55007,"Bayfield, WI",357846
55009,"Brown, WI",16375756
55011,"Buffalo, WI",500613
55013,"Burnett, WI",446329
55015,"Calumet, WI",1538272
55017,"Chippewa, WI",2461840
55019,"Clark, WI",1362347
55021,"Columbia, WI",2526365
55023,"Crawford, WI",672550
55025,"Dane, WI",40005328
55027,"Dodge, WI",3125078
55029,"Door, WI",1144774
55031,"Douglas, WI",1753599
55033,"Dunn, WI",1607784
55035,"Eau Claire, WI",5638771
55037,"Florence, WI",117216
55039,"Fond du Lac, WI",4624499
55041,"Forest, WI",281974
55043,"Grant, WI",2021153
55045,"Green, WI",1448958
55047,"Green Lake, WI",607216
55049,"Iowa, WI",1041617
55051,"Iron, WI",177025
55053,"Jackson, WI",755038
55055,"Jefferson, WI",3835035
55057,"Juneau, WI",767342
55059,"Kenosha, WI",6120119
55061,"Kewaunee, WI",799292
55063,"La Crosse, WI",6170969
55065,"Lafayette, WI",675702
55067,"Langlade, WI",671690
55069,"Lincoln, WI",1054773
55071,"Manitowoc, WI",3914771
55073,"Marathon, WI",7668190
55075,"Marinette, WI",1892890
55077,"Marquette, WI",341799
55078,"Menominee, WI",154987
55079,"Milwaukee, WI",52747636
55081,"Monroe, WI",1866775
55083,"Oconto, WI",1056035
55085,"Oneida, WI",1440977
55087,"Outagamie, WI",9892170
55089,"Ozaukee, WI",4530572
55091,"Pepin, WI",224328
55093,"Pierce, WI",1043701
55095,"Polk, WI",1398111
55097,"Portage, WI",3319944
55099,"Price, WI",540294
55101,"Racine, WI",8059225
55103,"Richland, WI",688913
55105,"Rock, WI",6574748
55107,"Rusk, WI",508721
55109,"St. Croix, WI",2837701
55111,"Sauk, WI",3133973
55113,"Sawyer, WI",582465
55115,"Shawano, WI",1225289
55117,"Sheboygan, WI",6412720
55119,"Taylor, WI",840499
55121,"Trempealeau, WI",1205737
55123,"Vernon, WI",917823
55125,"Vilas, WI",784319
55127,"Walworth, WI",3691573
55129,"Washburn, WI",515769
55131,"Washington, WI",5349763
55133,"Waukesha, WI",26590180
55135,"Waupaca, WI",1924481
55137,"Waushara, WI",541106
55139,"Winnebago, WI",9094803
55141,"Wood, WI",3711017
