State;ST;Fips;County;Precincts;Votes;Democrats 08 (Votes);Democrats 12 (Votes);Republicans 08 (Votes);Republicans 12 (Votes);Republicans 2016;Democrats 2016;Green 2016;Libertarians 2016;Republicans 2012;Republicans 2008;Democrats 2012;Democrats 2008;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;White;Black;Hispanic;Asian;Amerindian;Other;White  Asian;Sire Homogeneity;Median Age;lon;lat;Poor.physical.health.days;Poor.mental.health.days;Low.birthweight;Teen.births;Children.in.single.parent.households;Adult.smoking;Adult.obesity;Diabetes;Sexually.transmitted.infections;HIV.prevalence.rate;Uninsured;Unemployment;Violent.crime;Homicide.rate;Injury.deaths;Infant.mortality;CA;S;MAR;CFS;ACFS;Mean Alc;Max Alc;Mixedness;elevation;Annual Prcp;Winter Prcp;Summer Prcp;Spring Prcp;Autumn Prcp;Annual Tavg;Annual Tmax;Annual Tmin;Winter Tavg;Winter Tmax;Winter Tmin;Summer Tavg;Summer Tmax;Summer Tmin;Spring Tavg;Spring Tmax;Spring Tmin;Autumn Tavg;Autumn Tmax;Autumn Tmin;Nearest County;temp;precip;Temp Bins;Lat Bins;Lon Bins;Precip Bins;Elevation Bins;Geo Shape;Name 16;reporting;Votes16 Trumpd;Votes16 Clintonh;Votes16 Johnsong;Votes16 Steinj;Votes16 Castled;Votes16 De La Fuenter;Est Votes Remaining;Votes16 Mcmulline;Votes16 Hedgesj;Votes16 Kahnl;Votes16 La Rivag;Votes16 Hoeflingt;Votes16 Kenistonc;Votes16 Smithm;Votes16 Atwoodf;Votes16 Kennedya;Votes16 Kopitkek;Votes16 Kotlikoffl;Votes16 Lyttleb;Votes16 Maldonadoj;Votes16 Maturenm;Votes16 Scottr;Votes16 Silvar;Votes16 Soltysike;Votes16 Vacekd;Votes16 Copelands;Votes16 Jacobp;Votes16 Whitej;Votes16 Mooreheadm;Votes16 None Of These Candidates;Votes16 Duncanr;Votes16 Skewesp;Votes16 Giordanir;total16;Other16 Frac;Rep16 Frac2;Dem16 Frac2;Name Prev;Statecode Prev;total08;total12;other08;other12;Other12 Frac;Other08 Frac;Rep12 Frac2;Rep08 Frac2;Dem12 Frac2;Dem08 Frac2
Iowa;IA;19171;Tama County, Iowa;17;8636;4899;4768;3820;4098;57.52663270032422;36.98471514590088;0.9147753589624821;2.825382121352478;45.44748807807475;43.154089471305916;52.877897305090386;55.34342521464076;11.9;88.1;16.5;4.4;78.9;27001.761585;85.05;0.35000000000000003;6.1;0.4;1.65;6.45;16.0;7.85;17713;47.9;10.25;0.403;14.8;28.55;19.15;19.9;1.55;11.05;19.65;85.05;0.35000000000000003;6.45;0.4;6.1;1.65;85.45;0.731532;41.7;-92.5294115;42.0748481;2.5;2.6;0.09;37.8;0.372;0.179;0.289;0.108;389.9;;0.138;0.066;202.49;;76.8;;-0.19896960127187302;0.04971861332346501;0.581319286788751;1.9720292252278802e-05;1.9720292252278802e-05;5.36102451849409e-05;0.000169815117155;-0.6135076243061001;278.0;3669.0;339.0;1446.0;1026.33333333333;857.666666666667;;;;;;;;;;;;;;;;19171;;931.926;;;(-93.6,-90.4];(932,1.03e+03];(259,317];"{""type"": ""Polygon"", ""coordinates"": [[[-92.7674630002, 42.2101400003], [-92.7680900004, 42.2966799999], [-92.2987919999, 42.2975270003], [-92.2992789998, 42.088581], [-92.2972679997, 41.9790519997], [-92.2981639997, 41.8627790004], [-92.7659990002, 41.8623729996], [-92.7657719996, 41.9729040003], [-92.7674630002, 42.2101400003]]]}";Tama;17;4968;3194;244;79;46;1;0;44;;20;3;;;;;;;;;;;;;;37;;;;;;;;;8636.0;0.028253821213524002;0.6086743445234011;0.39132565547659803;Tama;19;8852;9017;133;151;0.016746146168348002;0.015024853140533001;0.462215204150688;0.43812363803188403;0.537784795849311;0.5618763619681151
Iowa;IA;19057;Des Moines County, Iowa;17;18713;12462;11888;7721;8136;50.65462512691712;43.702239085127985;0.705391973494362;3.382675145620691;39.911699779249446;37.527947895401965;58.317390237920044;60.57159521726451;10.3;89.7;17.6;5.3;75.1;24628.30381;90.25;4.3;0.25;0.85;1.9;2.5;23.25;6.3;40512;38.0;13.35;0.43;19.55;27.9;19.75;21.05;0.25;9.05;21.95;90.25;4.3;2.5;0.85;0.25;1.9;91.1;0.81741975;41.5;-91.1869253;40.9153392;3.6;3.0;0.08;48.2;0.332;0.20800000000000002;0.323;0.11800000000000001;550.2;64.7;0.097;0.064;474.22;3.54;74.0;6.3;-0.092942597561378;-0.10420995609429501;0.5472165956460631;3.21580435063695e-05;3.21580435063695e-05;3.93391771785673e-05;0.00017296094594800002;-0.627693375996067;210.9;3848.0;495.0;1299.0;1140.0;914.0;530.0;628.0;431.0;283.0;368.0;198.0;751.0;852.0;650.0;530.0;635.0;425.0;551.0;654.0;447.0;19057;11.6666666666667;977.392;10.7,12.0;;(-93.6,-90.4];(932,1.03e+03];(167,216];"{""type"": ""Polygon"", ""coordinates"": [[[-91.3713489997, 40.9868460004], [-91.3707099999, 41.0741120003], [-90.949381, 41.0727100004], [-90.9455489996, 41.0617300003], [-90.9459989997, 41.0563359998], [-90.9436520002, 41.048637], [-90.9439499996, 41.0451540004], [-90.94232, 41.0384719998], [-90.9422529996, 41.0347020004], [-90.945324, 41.0192789996], [-90.9450540001, 41.0119170001], [-90.945949, 41.006495], [-90.949634, 40.9952480003], [-90.9552010004, 40.9868050004], [-90.9581420003, 40.9797670004], [-90.9580889996, 40.9766430003], [-90.952715, 40.9620869999], [-90.9519669997, 40.9582379996], [-90.9522330003, 40.9540469997], [-90.9604620002, 40.936356000399996], [-90.9629160001, 40.924957], [-90.9653439996, 40.9216329996], [-90.9689949998, 40.919127], [-90.9791899996, 40.9155220001], [-90.9854620002, 40.9121409998], [-90.9984999998, 40.9081199996], [-91.0095359997, 40.9005650002], [-91.0132399996, 40.896622], [-91.0215620003, 40.8840209999], [-91.0274890002, 40.8791730002], [-91.0390970004, 40.8735649997], [-91.0446530003, 40.8683559996], [-91.0564300002, 40.8483869997], [-91.0587490002, 40.8463090001], [-91.0671590004, 40.841997], [-91.0775209998, 40.8334050003], [-91.0900720003, 40.8246379998], [-91.0929930001, 40.8210790003], [-91.0969459999, 40.8114030001], [-91.0976489999, 40.8055750003], [-91.0970310002, 40.8024710001], [-91.0922560003, 40.7929089999], [-91.0912459996, 40.7867239997], [-91.091703, 40.7797079999], [-91.0981050002, 40.7632330001], [-91.1087649999, 40.7500399996], [-91.1157350003, 40.7251680002], [-91.1110950003, 40.7082820003], [-91.1109269998, 40.7032619999], [-91.1124669998, 40.696301], [-91.1194370001, 40.7000080001], [-91.1216879996, 40.6999969996], [-91.1269850002, 40.6982239996], [-91.1316539996, 40.6982950002], [-91.138818, 40.7007059999], [-91.1413909999, 40.703849], [-91.1456609999, 40.7062629998], [-91.150636, 40.7062029998], [-91.1535440001, 40.7103189998], [-91.1611360003, 40.7170459998], [-91.1611190004, 40.7215600002], [-91.1625629996, 40.7227209998], [-91.1653900004, 40.7218639998], [-91.1661680004, 40.7202819997], [-91.1677339997, 40.7197630001], [-91.1729330003, 40.7216970002], [-91.1765210002, 40.7210920002], [-91.1809860002, 40.713111], [-91.1783789996, 40.7099109999], [-91.1800379997, 40.7083030004], [-91.1825510004, 40.7081], [-91.1887310003, 40.7129970001], [-91.1920939998, 40.7136509997], [-91.1944139998, 40.7180500002], [-91.1968200001, 40.7192220003], [-91.200853, 40.7186970004], [-91.2064859998, 40.7139419996], [-91.2095499999, 40.7139930002], [-91.2098140004, 40.7156170004], [-91.2075090002, 40.7186599996], [-91.2071020004, 40.7211160004], [-91.2090029999, 40.724325], [-91.2123529997, 40.7261610001], [-91.2131480004, 40.7281290001], [-91.217118, 40.7322860002], [-91.2270870002, 40.734348], [-91.2334490004, 40.7375449999], [-91.2412310004, 40.7456250002], [-91.2477200002, 40.7502339996], [-91.2558950004, 40.751081], [-91.263921, 40.7541979998], [-91.2728719999, 40.7543689996], [-91.2771579997, 40.752875], [-91.2818280002, 40.7536849996], [-91.2830390002, 40.7544849996], [-91.2853970002, 40.7595579997], [-91.2867519997, 40.7665710003], [-91.2890129997, 40.7696320002], [-91.2922450003, 40.7720350004], [-91.2975739996, 40.7730820001], [-91.3082140002, 40.7717089998], [-91.3116739997, 40.7721470002], [-91.3136809996, 40.7732659996], [-91.3188470004, 40.7799209999], [-91.3259010001, 40.780782], [-91.3347639997, 40.7846549996], [-91.3468320004, 40.7864729998], [-91.3507460001, 40.7936420004], [-91.3526839996, 40.7937289999], [-91.3605170002, 40.7907629998], [-91.3638720002, 40.7906649998], [-91.367046, 40.7922150002], [-91.3740019997, 40.7979789998], [-91.3857550003, 40.802313], [-91.3935310001, 40.8086180003], [-91.4051620004, 40.8084519999], [-91.4072519997, 40.8096189997], [-91.4093239999, 40.8126819998], [-91.3720949999, 40.8126310001], [-91.3713489997, 40.9868460004]]]}";Des Moines;17;9479;8178;633;132;73;8;0;130;;40;4;;;;;;;;;;;;;;36;;;;;;;;;18713.0;0.033826751456206006;0.53684091295237;0.46315908704762904;Des Moines;19;20574;20385;391;361;0.017709099828305;0.019004568873335;0.406312425089892;0.38254967051478905;0.593687574910107;0.6174503294852101
Iowa;IA;19089;Howard County, Iowa;10;4507;2941;2768;1722;1795;57.93210561349012;37.14222320834258;0.8431329043709781;2.8844020412691362;38.64370290635091;36.413618101078455;59.59095801937567;62.190737999577074;13.2;86.8;11.5;3.0;75.55;26203.329205;97.75;0.2;0.15;0.2;0.7000000000000001;1.1;20.45;18.35;9527;45.2;11.3;0.393;14.3;26.6;17.3;17.6;1.8;9.9;26.8;97.75;0.2;1.1;0.2;0.15;0.7000000000000001;97.95;0.9556865;41.3;-92.3219084;43.3653125;;;0.05;27.6;0.21;0.11;0.298;0.089;167.3;;0.11800000000000001;0.052000000000000005;80.41;;79.1;;0.3809239037667;0.411358998038359;0.7048463857096391;9.77402075924561e-06;9.77402075924561e-06;0.000155386082399;0.0006896633362280002;-0.27381940156648;382.5;3642.0;339.0;1496.0;958.0;849.0;441.0;549.0;333.0;171.0;262.0;79.0;684.0;797.0;570.0;441.0;554.0;328.0;463.0;577.0;349.0;19089;6.72222222222222;925.068;6.44,8.12;;(-93.6,-90.4];(818,932];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-92.5537420001, 43.4288980004], [-92.5531279997, 43.5002310003], [-92.0798019996, 43.5006210003], [-92.0809759997, 43.212947], [-92.1819129996, 43.2127889999], [-92.2780550004, 43.213707], [-92.2990120001, 43.2128130001], [-92.5543809999, 43.2128130001], [-92.5537420001, 43.4288980004]]]}";Howard;10;2611;1674;130;38;15;0;0;14;;11;1;;;;;;;;;;;;;;13;;;;;;;;;4507.0;0.028844020412691;0.609334889148191;0.39066511085180805;Howard;19;4729;4645;66;82;0.017653390742734;0.013956438993444;0.393381547227701;0.36929015655157604;0.6066184527722991;0.6307098434484231
Iowa;IA;19131;Mitchell County, Iowa;12;5360;3179;2831;2469;2643;59.32835820895522;35.05597014925373;0.522388059701492;3.899253731343283;47.31471535982814;42.81997918834548;50.68027210884354;55.1335414498786;10.4;89.6;16.6;4.2;79.25;26460.24857;98.3;0.30000000000000004;0.05;0.2;0.25;0.9;3.6;8.35;10783;29.4;6.55;0.355;8.75;29.9;14.25;19.15;3.0;10.1;23.5;98.3;0.30000000000000004;0.9;0.2;0.05;0.25;98.5;0.9663894999999991;43.5;-92.7844663;43.3485643;1.5;;0.05;14.3;0.189;0.146;0.274;0.08600000000000001;111.3;;0.107;0.048;60.95;;53.7;;0.7070092126727731;1.18792177550922;0.6086998959285851;-0.000147954685537;0.000147954685537;0.000296023273898;0.0007697611387150002;0.609200440160794;351.9;3591.0;339.0;1420.0;1022.5;809.5;;;;;;;;;;;;;;;;19131;;912.114;;;(-93.6,-90.4];(818,932];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-92.672582, 43.5001340003], [-92.5531279997, 43.5002179997], [-92.5541360003, 43.3891130004], [-92.5543809999, 43.2128130001], [-93.0240919996, 43.2128120001], [-93.0243449996, 43.4997329998], [-92.672582, 43.5001340003]]]}";Mitchell;12;3180;1879;209;28;16;1;0;24;;13;0;;;;;;;;;;;;;;10;;;;;;;;;5360.0;0.038992537313432;0.62858272385847;0.37141727614153;Mitchell;19;5766;5586;118;112;0.020050125313283002;0.020464793617759002;0.48282791377420503;0.43714589235127405;0.517172086225794;0.562854107648725
Iowa;IA;19133;Monona County, Iowa;12;4525;2295;2101;2411;2557;68.83977900552486;27.49171270718232;0.48618784530386705;2.4751381215469612;53.92239561366512;50.260579528872206;44.306199915647404;47.84240150093809;12.4;87.6;14.7;2.6;74.4;23500.104125;96.7;0.2;1.1;0.2;0.75;1.1;14.25;7.1;9180;43.9;12.1;0.417;17.6;28.45;15.75;25.45;2.4;11.45;16.5;96.7;0.2;1.1;0.2;1.1;0.75;96.9;0.93539525;46.2;-95.9565661;42.0494317;2.3;1.5;0.09;22.5;0.34900000000000003;0.17;0.274;0.096;151.5;;0.117;0.07100000000000001;15.93;;98.4;;-0.09758777238904001;0.27047662816293805;0.6672925873078871;1.33296007809314e-05;1.33296007809314e-05;8.02842083478126e-05;0.000287951632442;-0.47408267349305305;361.95;3137.75;231.5;1247.5;982.75;676.0;;;;;;;;;;;;;;;;19133;;796.9885;;;(-96.7,-93.6];(628,818];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-96.3001539998, 42.1276959998], [-96.3063840002, 42.1299520004], [-96.3126240002, 42.1346549996], [-96.3148199998, 42.1376880001], [-96.3172820001, 42.1437020004], [-96.3223489999, 42.1492990004], [-96.326855, 42.1523239997], [-96.3387550001, 42.1571009996], [-96.3436140003, 42.1610120001], [-96.346688, 42.1646859996], [-96.3496879998, 42.170702], [-96.3504220004, 42.175227], [-96.3502679996, 42.1779430003], [-96.3472780002, 42.1857739999], [-96.3473740001, 42.1930750002], [-96.3512030004, 42.2004009999], [-96.3570409998, 42.2058320003], [-96.3595509996, 42.2095789996], [-96.3596699997, 42.2112130003], [-96.357005, 42.2148590002], [-96.1594410003, 42.2139270004], [-96.0199610001, 42.2116869997], [-95.670822, 42.2114080003], [-95.672771, 41.8631470002], [-95.9913400004, 41.8634990003], [-96.1390079996, 41.8662769998], [-96.1431330001, 41.8703280004], [-96.1459739998, 41.8750929998], [-96.1472920003, 41.8848959996], [-96.1487570004, 41.8881609999], [-96.1611010004, 41.9005510002], [-96.162067, 41.9030470002], [-96.1619879999, 41.9055529998], [-96.1600129997, 41.9090950003], [-96.1578400002, 41.9108959998], [-96.1422649996, 41.9153789996], [-96.1396529997, 41.9168380004], [-96.1367430004, 41.9208259999], [-96.1361330001, 41.9235299996], [-96.1366129998, 41.9271670001], [-96.1434929996, 41.9373870001], [-96.1445830004, 41.9415440003], [-96.1425969997, 41.9459080001], [-96.1353930002, 41.9522229999], [-96.1333179998, 41.9557319998], [-96.1291859999, 41.965136], [-96.1289000002, 41.9697270004], [-96.1295050003, 41.9716730002], [-96.1325369998, 41.9746249996], [-96.1412290004, 41.9780629999], [-96.1520900004, 41.9796609999], [-96.158049, 41.9802750003], [-96.1633380001, 41.979839], [-96.1772040002, 41.9763079999], [-96.1831789996, 41.9765710004], [-96.1872189998, 41.9779459999], [-96.1906079996, 41.9807289996], [-96.1921410001, 41.984461], [-96.1842549998, 41.9966340002], [-96.1836269996, 41.9990399996], [-96.1845000003, 42.0022789997], [-96.1840019998, 42.0030629999], [-96.1859190001, 42.005914], [-96.194556, 42.008662], [-96.206083, 42.009267], [-96.2152249998, 42.0067010004], [-96.2226410001, 41.9964509998], [-96.2271720004, 41.9943320001], [-96.2349520003, 41.9957360001], [-96.2407129998, 41.9993510004], [-96.2420349996, 42.0009110004], [-96.2423800002, 42.0028980003], [-96.2419199997, 42.0069629998], [-96.2408319999, 42.0093150004], [-96.2388599998, 42.0123150002], [-96.2278670001, 42.0186510001], [-96.2236109998, 42.0226520003], [-96.2217300003, 42.0262049996], [-96.2224359996, 42.0309459997], [-96.2256559997, 42.0352169997], [-96.2350339996, 42.0401369999], [-96.2269770004, 42.0373530001], [-96.2302530004, 42.0394329998], [-96.2343559998, 42.0407120004], [-96.2468319996, 42.0416159998], [-96.2517069996, 42.0404459998], [-96.2562030001, 42.0382009997], [-96.2580669997, 42.0382740003], [-96.2671949997, 42.0411899999], [-96.2719689996, 42.0453900002], [-96.2749080002, 42.0502149997], [-96.278043, 42.058412], [-96.2793790004, 42.0654950002], [-96.2794789997, 42.0708800003], [-96.2767529999, 42.081696], [-96.2697699998, 42.0924369998], [-96.2677389997, 42.0970549996], [-96.2668980004, 42.1021780002], [-96.2674859997, 42.10978], [-96.2714669998, 42.1170889999], [-96.277927, 42.1226229997], [-96.2859519996, 42.125926], [-96.3001539998, 42.1276959998]]]}";Monona;12;3115;1244;112;22;10;0;0;12;;4;2;;;;;;;;;;;;;;4;;;;;;;;;4525.0;0.024751381215469003;0.7146134434503321;0.28538655654966705;Monona;19;4797;4742;91;84;0.017714044706874002;0.018970189701897;0.548948046371833;0.512324691882702;0.451051953628166;0.48767530811729703
Iowa;IA;19147;Palo Alto County, Iowa;7;4674;2428;2139;2294;2660;65.87505348737697;29.845956354300384;0.42789901583226303;2.8027385537013263;54.43012072846327;47.712146422628955;43.76918354818907;50.49916805324459;12.8;87.2;16.1;3.5;76.5;23942.39397;97.7;0.25;0.15;0.15;0.45;1.35;7.4;11.55;9413;49.1;11.35;0.428;8.2;30.55;15.45;21.9;1.25;9.65;21.15;97.7;0.25;1.35;0.15;0.15;0.45;97.85;0.95474225;42.4;-94.6672965;43.0758537;;;0.07;21.5;0.248;;0.28300000000000003;0.099;159.3;;0.11;0.041;145.71;;65.2;;0.7870496726954621;0.5053842688269711;0.45017959813982206;-2.96802335774116e-05;2.96802335774116e-05;8.927434935924691e-05;0.00023293266885300002;-0.6528345577913911;373.4;3240.0;231.0;1386.0;901.0;722.0;453.0;556.0;350.0;180.0;270.0;89.0;701.0;805.0;596.0;454.0;561.0;347.0;474.0;585.0;364.0;19147;7.38888888888889;822.96;6.44,8.12;;(-96.7,-93.6];(818,932];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-94.9135699999, 43.0830779996], [-94.9137229997, 43.2550540001], [-94.4431370001, 43.2550140001], [-94.4426019997, 43.1977319998], [-94.4429539997, 42.9080729998], [-94.9138900002, 42.9097000002], [-94.9135699999, 43.0830779996]]]}";Palo Alto;7;3079;1395;131;20;12;0;0;13;;14;1;;;;;;;;;;;;;;9;;;;;;;;;4674.0;0.028027385537013002;0.688198480107286;0.31180151989271304;Palo Alto;19;4808;4887;86;88;0.018006957233476003;0.017886855241264002;0.55428214211294;0.48581109699279906;0.44571785788705903;0.5141889030072
Iowa;IA;19021;Buena Vista County, Iowa;11;8179;4075;3700;4223;4554;59.84839222398827;34.85756204915027;0.574642376818682;3.5089864286587593;54.324227603483244;50.15439429928741;44.136943814863415;48.39667458432304;20.5;79.5;22.6;6.8;80.75;23662.77746;70.45;1.9500000000000002;0.1;4.8;1.2;21.5;18.65;8.95;19916;32.6;11.85;0.41400000000000003;16.9;27.05;14.7;20.7;2.75;9.25;25.6;70.45;1.9500000000000002;21.5;4.8;0.1;1.2;75.25;0.5453745;36.9;-95.1414325;42.741522;2.5;2.1;0.06;44.7;0.327;0.116;0.274;0.084;225.4;58.9;0.152;0.045;275.61;;41.1;;-0.5970373973092671;0.34648323061026204;0.663866771771718;-1.2703300400762601e-05;1.2703300400762601e-05;0.000100332054395;0.00028110601172500003;-0.436400633240478;436.15;3312.5;221.5;1372.5;979.5;739.0;468.0;570.5;366.0;200.5;289.0;112.0;706.5;811.5;601.5;472.0;579.5;363.5;489.0;596.0;381.0;19021;8.22222222222222;841.375;8.12,9.33;;(-96.7,-93.6];(818,932];(396,572];"{""type"": ""Polygon"", ""coordinates"": [[[-95.3877780002, 42.8218769998], [-95.3881819999, 42.9098970002], [-94.9138900002, 42.9097000002], [-94.9138949996, 42.7380110003], [-94.9155690003, 42.6550769997], [-94.9144849998, 42.5603090002], [-95.0522619997, 42.561105], [-95.3107179997, 42.5607909999], [-95.3880100001, 42.5617419997], [-95.3877780002, 42.8218769998]]]}";Buena Vista;11;4895;2851;287;47;23;1;0;58;;13;0;;;;;;;;;;;;;;4;;;;;;;;;8179.0;0.035089864286587;0.6319390653240381;0.368060934675961;Buena Vista;19;8420;8383;122;129;0.015388285816533;0.014489311163895001;0.551732493336564;0.508917811520848;0.448267506663435;0.491082188479151
Iowa;IA;19127;Marshall County, Iowa;20;17700;10023;10257;8278;8472;51.55367231638418;43.06779661016949;0.661016949152542;3.254237288135593;44.43978178766261;44.35514118844773;53.8029794376836;53.705192091303644;14.3;85.7;18.7;5.7;74.8;27821.11016;80.25;1.4;0.4;1.1;1.15;15.7;26.3;6.45;39870;32.2;12.65;0.405;18.45;29.2;15.75;22.0;0.85;9.2;22.95;80.25;1.4;15.7;1.1;0.4;1.15;81.35;0.6691205;39.4;-92.9814523;42.041691;2.5;3.0;0.07;56.0;0.274;0.222;0.32;0.091;385.6;70.8;0.132;0.067;352.9;;61.8;;-0.80182933191921;0.045558054051904;0.492676927804001;9.94087059286164e-06;9.94087059286164e-06;4.5316479020489315e-05;0.000189497639483;-0.795649078198654;291.5;3564.66666666667;298.0;1419.33333333333;1012.33333333333;835.0;;;;;;;;;;;;;;;;19127;;905.425333333333;;;(-93.6,-90.4];(818,932];(259,317];"{""type"": ""Polygon"", ""coordinates"": [[[-93.2316859996, 42.0342120001], [-93.2317220004, 42.208886], [-92.7674630002, 42.2101400003], [-92.7657719996, 41.9729040003], [-92.7659990002, 41.8623729996], [-93.2318580003, 41.8627109999], [-93.2316859996, 42.0342120001]]]}";Marshall;20;9125;7623;576;117;77;4;0;104;;33;7;;;;;;;;;;;;;;34;;;;;;;;;17700.0;0.032542372881355;0.5448411750656791;0.45515882493431997;Marshall;19;18663;19064;362;335;0.017572387746537;0.019396667202486003;0.45234662822361005;0.452325009562319;0.5476533717763891;0.5476749904376811
Iowa;IA;19029;Cass County, Iowa;14;7055;3211;2858;4006;4217;67.39900779588945;27.583274273564847;0.73706591070163;2.9199149539333797;58.528799444829986;54.4885745375408;39.666897987508676;43.67519042437432;8.9;91.1;14.5;3.5;72.05;23159.971745;97.05;0.30000000000000004;0.15;0.15;0.65;1.6;26.6;8.0;13905;64.2;14.55;0.402;22.85;28.0;16.25;24.3;2.85;10.95;17.65;97.05;0.30000000000000004;1.6;0.15;0.15;0.65;97.2;0.942182;44.6;-94.9333023;41.3338235;1.5;3.0;0.07;38.3;0.275;0.154;0.354;0.08600000000000001;289.5;;0.113;0.053;139.04;;84.5;;0.42553660446253;0.184390802129504;0.69854613094784;2.31245865274787e-05;2.31245865274787e-05;9.538071241349782e-05;0.00039956405197099997;-0.350704528368387;377.5;3597.5;319.5;1405.0;1055.5;817.5;;;;;;;;;;;;;;;;19029;;913.765;;;(-96.7,-93.6];(818,932];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-95.1552840004, 41.331878], [-95.1556609998, 41.3569650003], [-95.154614, 41.3884550001], [-95.1552929999, 41.5000349997], [-95.1546340001, 41.5013170004], [-95.1547219996, 41.5052110001], [-94.7006289997, 41.5041479996], [-94.7004339997, 41.1582459996], [-94.9672989999, 41.1582469996], [-95.1558510004, 41.1592360002], [-95.1549599998, 41.2617020004], [-95.1552840004, 41.331878]]]}";Cass;14;4755;1946;206;52;25;0;0;50;;13;0;;;;;;;;;;;;;;8;;;;;;;;;7055.0;0.029199149539333003;0.709595582748843;0.290404417251156;Cass;19;7352;7205;135;130;0.018043025676613002;0.018362350380848002;0.5960424028268551;0.555078287377026;0.40395759717314406;0.44492171262297303
Iowa;IA;19065;Fayette County, Iowa;26;9813;5908;5732;4205;4492;56.97544074187303;37.35860593090798;0.6318149393661471;3.322123713441353;43.333976461508776;40.976417852270515;55.29616052479259;57.571623465211474;11.8;88.2;16.5;5.0;82.1;22316.324445;95.9;0.85;0.1;0.5;0.8;1.8;25.35;9.7;20682;52.2;13.2;0.41200000000000003;17.75;27.8;15.55;22.45;2.7;10.25;21.15;95.9;0.85;1.8;0.5;0.1;0.8;96.4;0.92016725;42.4;-91.8393728;42.8644496;3.0;3.0;0.07;28.1;0.232;0.21;0.34900000000000003;0.091;252.7;34.1;0.121;0.057;185.69;;60.0;;0.59234023008526;0.202196780374051;0.538345003738189;2.3466619837320103e-06;2.3466619837320103e-06;7.779221077653131e-05;0.000363044149972;-0.7012478541623081;349.75;3772.5;358.0;1550.0;1034.0;830.5;459.0;561.5;356.5;188.5;275.5;101.5;697.5;804.5;590.0;461.5;568.5;354.5;484.5;592.0;377.0;19065;7.72222222222222;958.215;6.44,8.12;;(-93.6,-90.4];(932,1.03e+03];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-92.0815680001, 42.9070130003], [-92.0811460004, 43.082794], [-91.6053070004, 43.0816529996], [-91.6060889996, 43.0038370003], [-91.6056439998, 42.9680540004], [-91.6064710001, 42.9635369998], [-91.6073399997, 42.8206659997], [-91.6065379996, 42.8189240003], [-91.6084230002, 42.8127800003], [-91.6074710004, 42.8026629996], [-91.6063540001, 42.7172499998], [-91.6070590003, 42.6439730003], [-91.7263569997, 42.6430809996], [-91.8442889999, 42.6436380001], [-91.924169, 42.6418270002], [-92.0816609999, 42.642056], [-92.0815680001, 42.9070130003]]]}";Fayette;26;5591;3666;326;62;41;3;0;65;;23;1;;;;;;;;;;;;;;35;;;;;;;;;9813.0;0.033221237134413;0.603975369990277;0.39602463000972205;Fayette;19;10262;10366;149;142;0.013698630136986;0.014519586825180002;0.439358372456964;0.41580144368634403;0.560641627543036;0.584198556313655
