Republicans Previous Year,Democrats Previous Year,Republicans Target Year,Democrats Target Year,White (Not Latino) Population,African American Population,Asian American Population,"Poverty Percent, All Ages",Average Unemployment %,1824tot_per,1824M_per,1824F_per,2544tot_per,2544M_per,2544F_per,4564tot_per,4564M_per,4564F_per,65tot_per,65M_per,65F_per,log_gdp
0.632,0.319,0.672,0.314,97.1,0.4,0.5,11.1,2.7,0.08191047531149054,0.03899400092293493,0.04291647438855561,0.25796031379787726,0.13151822796492849,0.12644208583294878,0.3467928011075219,0.17281956622058145,0.17397323488694047,0.3133364097831103,0.13636363636363635,0.17697277341947393,5.523723061089027
0.7929999999999999,0.16699999999999998,0.805,0.18,96.0,0.4,0.5,9.0,3.4,0.10236833006799585,0.05436786907917483,0.04800046098882102,0.3001325342860436,0.15241442895009796,0.1477181053359456,0.3483923014866889,0.1753486227958972,0.17304367869079174,0.24910683415927165,0.11348968537512966,0.135617148784142,6.352350412853473
0.7859999999999999,0.18899999999999997,0.785,0.204,63.3,8.9,0.2,13.4,5.4,0.10108429520811472,0.05084819867086394,0.050236096537250786,0.29673837005946135,0.14786638684854844,0.1488719832109129,0.34277719482336483,0.17156348373557187,0.17121371108779293,0.25940013990905914,0.12320741518013291,0.13619272472892618,6.118835251618828
0.772,0.207,0.759,0.23199999999999998,89.0,4.2,0.6,14.7,5.5,0.1100273899392077,0.057652481795711134,0.05237490814349656,0.29460885830716815,0.1842474447190861,0.11036141358808203,0.32680873805865457,0.1807067940410181,0.14610194401763646,0.2685550136949696,0.12719620549134877,0.14135880820362082,5.765398806162103
0.8370000000000001,0.151,0.861,0.134,73.6,14.6,0.9,23.2,3.1,0.11283159284599688,0.06001680470531749,0.05281478814067939,0.3346537030368503,0.1664866162525507,0.1681670867842996,0.32709158564398033,0.16084503661025087,0.16624654903372946,0.22542311847317248,0.0978273916696675,0.12759572680350498,5.548077252791614
0.753,0.223,0.7709999999999999,0.22,34.6,1.5,0.9,22.3,2.2,0.13722657862154355,0.070160957490714,0.06706562113082955,0.34007428807263723,0.17457697069748246,0.16549731737515477,0.30891456871646716,0.15786215435410647,0.15105241436236072,0.21378456458935205,0.10214609987618654,0.11163846471316549,5.658927697468962
0.815,0.16699999999999998,0.846,0.145,81.9,13.8,0.7,17.2,5.8,0.10674940419982913,0.06083906650478888,0.04591033769504024,0.37043032510454604,0.20697873105805117,0.1634515940464949,0.33769504024461533,0.1797742704258285,0.1579207698187868,0.18512523045100948,0.08363685417509781,0.10148837627591169,5.7478474376371045
0.5379999999999999,0.451,0.5770000000000001,0.419,52.1,41.3,0.6,19.5,2.5,0.09276665304454434,0.044544340008173276,0.04822231303637107,0.2525541479362485,0.12954638332652227,0.12300776460972619,0.3608500204331835,0.1781773600326931,0.1826726604004904,0.2938291785860237,0.13812832039231712,0.15570085819370658,4.9450301302178055
0.478,0.495,0.488,0.501,52.9,41.4,1.5,27.8,9.0,0.22894923774657122,0.11163324408502268,0.11731599366154855,0.2717611059504945,0.14433637506147204,0.12742473088902245,0.2971695535763073,0.1546910004917764,0.1424785530845309,0.20212010272662695,0.09401125621550735,0.10810884651111961,6.095654304365357
0.799,0.16899999999999998,0.7909999999999999,0.19699999999999998,78.8,1.0,0.2,16.5,5.7,0.07008547008547009,0.036726236726236726,0.03335923335923336,0.21652421652421652,0.11054131054131054,0.10598290598290598,0.37984977984977986,0.18010878010878012,0.19974099974099974,0.33354053354053353,0.16669256669256668,0.16684796684796685,5.5301369195372185
0.883,0.098,0.8859999999999999,0.106,88.4,2.5,1.2,14.3,6.6,0.10529128808123998,0.05785676109032603,0.04743452699091395,0.3100614644575094,0.15439604489577766,0.1556654195617317,0.3567610903260289,0.18412613575628006,0.1726349545697488,0.2278861571352218,0.10742918225547836,0.12045697487974345,5.608244613726338
0.619,0.332,0.622,0.366,73.1,15.8,0.5,14.4,6.0,0.09969167523124357,0.06151813243282925,0.03817354279841433,0.28542064307737486,0.18822493025987375,0.0971957128175011,0.3407722801350756,0.1795624724710028,0.16120980766407284,0.274115401556306,0.1330201145206284,0.14109528703567759,5.380142472974303
0.604,0.35,0.623,0.363,93.8,1.2,0.7,11.5,3.6,0.08647812016321936,0.04522301955818207,0.04125510060503729,0.27747291402842267,0.14371746165752075,0.13375545237090192,0.3486421837624877,0.1761362037427888,0.17250598001969888,0.2874067820458703,0.1327423666807373,0.15466441536513298,6.316826760033305
0.732,0.228,0.705,0.275,73.0,11.1,3.6,13.2,6.8,0.10849239728243287,0.05551601423487545,0.052976383047557425,0.3876738919443546,0.19309285021028794,0.19458104173406665,0.33230346166289226,0.16108055645422192,0.17122290520867034,0.17153024911032028,0.07384341637010676,0.09768683274021352,6.285693876523031
0.634,0.301,0.654,0.32899999999999996,94.6,0.4,0.5,9.3,6.2,0.09771573604060914,0.052529749521511196,0.04518598651909794,0.29476990929516517,0.1494549388366481,0.1453149704585171,0.3654406257801448,0.1852375800948656,0.1802030456852792,0.24207372888408088,0.11487892152783556,0.12719480735624533,6.176411360857304
0.7609999999999999,0.209,0.747,0.24,78.2,10.5,0.9,14.2,6.0,0.10779187538849684,0.054078759735273686,0.053713115653223155,0.3458139846673248,0.17145051007349446,0.17436347459383036,0.35700269357807113,0.17705705266493596,0.17994564091313514,0.18939144636610722,0.08531695247845747,0.10407449388764976,6.644254590837669
0.5770000000000001,0.374,0.5579999999999999,0.42100000000000004,53.7,7.7,0.9,13.3,7.7,0.1136583303129153,0.06071040231968104,0.052947927993234264,0.32430228343602757,0.1715597438685514,0.15274253956747613,0.35264890660867465,0.17862752204905158,0.17402138455962304,0.2093904796423825,0.0983297088317023,0.11106077081068019,6.306066935521472
0.7120000000000001,0.249,0.7090000000000001,0.275,77.3,10.7,2.3,15.4,6.4,0.0935540145038278,0.05053272011649198,0.043021294387335825,0.32354637332218394,0.16569109441905394,0.15785527890313,0.3483657963408832,0.16972073643690258,0.17864505990398064,0.23453381583310506,0.10735860209627889,0.12717521373682616,6.890541285509286
0.535,0.409,0.547,0.43700000000000006,90.4,1.5,0.6,16.3,7.4,0.09498837321964926,0.04894147853890127,0.04604689468074799,0.2966766786164131,0.15036091464005427,0.14631576397635887,0.34622371863191553,0.1697873268094177,0.17643639182249782,0.2621112295320221,0.1167159190000969,0.1453953105319252,6.521584837046639
0.435,0.522,0.424,0.565,85.0,0.6,0.5,11.0,5.5,0.06821655538572922,0.03716515163703644,0.031051403748692783,0.2169576059850374,0.10916257742739924,0.10779502855763816,0.37334084144477514,0.18654975464564397,0.1867910867991312,0.3414849971844582,0.17400048266430698,0.16748451452015123,5.621429719423835
0.8490000000000001,0.128,0.88,0.107,83.8,3.2,0.0,13.1,2.3,0.08570373106760251,0.04802364240857037,0.03768008865903214,0.28777244181751016,0.13963797561876617,0.14813446619874399,0.314739564093092,0.15515330624307352,0.15958625785001848,0.31178426302179535,0.1315108976727004,0.18027336534909494,5.236756368736732
0.614,0.369,0.626,0.366,65.8,25.6,0.1,19.1,9.0,0.08646367039209961,0.04369640818710346,0.04276726220499615,0.26170060261753697,0.12357641562027132,0.13812418699726567,0.34553611723167593,0.16233507658817595,0.18320104064349996,0.30629960975868753,0.13796490482890442,0.1683347049297831,6.339940120236931
0.583,0.382,0.581,0.406,89.7,5.9,0.5,10.8,5.6,0.08892883578301787,0.04605054457015967,0.0428782912128582,0.2880632637955256,0.1457121708787142,0.14235109291681144,0.35036027734557923,0.17004033293554283,0.1803199444100364,0.27264762307587725,0.11850632184776205,0.15414130122811523,6.849524995334486
0.637,0.305,0.6409999999999999,0.33899999999999997,86.6,0.5,0.6,12.7,3.6,0.09605515128303332,0.04814247414783608,0.04791267713519724,0.2855610877058598,0.14435082343929528,0.14121026426656452,0.3397931826886251,0.17169666794331673,0.16809651474530832,0.2785905783224818,0.1333205668326312,0.14527001148985064,6.1399996021323044
0.828,0.154,0.835,0.158,96.9,0.4,0.2,13.6,5.9,0.08631198347107438,0.04555785123966942,0.040754132231404956,0.2599173553719008,0.13256714876033057,0.12735020661157026,0.36397210743801656,0.1825671487603306,0.18140495867768594,0.28979855371900826,0.1321797520661157,0.15761880165289255,6.173234650203135
0.561,0.40700000000000003,0.638,0.349,32.2,8.2,0.5,19.7,6.3,0.141170072255458,0.09618522259342709,0.044984849662030924,0.4162846709657369,0.29426617978401054,0.12201849118172636,0.2836220961852226,0.17170383031621475,0.11191826586900784,0.15892316059358247,0.0734208686193769,0.08550229197420559,5.90871336556471
0.551,0.4,0.5329999999999999,0.445,47.2,21.0,2.8,14.3,8.3,0.1559870993260615,0.08561148890207354,0.07037561042398795,0.40929593963458233,0.20580606392527345,0.20348987570930888,0.2805554287800648,0.13319793710921454,0.14735749167085027,0.15416153225929138,0.06870217394611534,0.08545935831317603,7.1779629379357015
0.679,0.28300000000000003,0.71,0.27699999999999997,93.0,4.1,0.4,14.1,6.8,0.09148189650421588,0.05378694637838235,0.03769495012583353,0.300292080753899,0.1658798243841505,0.13441225636974852,0.3448389881881808,0.17359516505318073,0.17124382313500008,0.26338703455370427,0.11753035619156088,0.1458566783621434,6.778111365842329
0.506,0.408,0.505,0.473,72.5,0.9,0.8,19.0,8.7,0.17356120196932828,0.0885914775621074,0.08496972440722086,0.3150642295286062,0.15975326806632337,0.15531096146228285,0.29143794918227606,0.14153132250580047,0.14990662667647559,0.21993661931978947,0.10290872050251824,0.11702789881727124,6.221139228034897
0.63,0.354,0.627,0.365,56.5,36.2,0.2,30.4,5.2,0.10638635462118207,0.05299484331614439,0.053391511305037685,0.3128917096390321,0.14946449821499405,0.16342721142403807,0.3435144783815946,0.16390321301071004,0.17961126537088457,0.23720745735819118,0.09710432368107894,0.14010313367711225,5.703700540114942
0.601,0.341,0.628,0.35200000000000004,96.6,0.7,0.3,8.7,3.6,0.09087216976342775,0.047923647070768606,0.042948522692659155,0.2923647070768606,0.1487968321657021,0.1435678749111585,0.36876840288354146,0.18504416692049955,0.18372423596304194,0.24799472027617017,0.11630622398213017,0.13168849629404,5.920052852117416
0.6459999999999999,0.28300000000000003,0.647,0.32799999999999996,91.5,2.8,1.1,14.1,4.2,0.10641786639556619,0.05253664775522251,0.05388121864034368,0.3802839996064671,0.19460203981241597,0.18568195979405108,0.3211884694847998,0.1643327976912734,0.15685567179352639,0.19210966451316697,0.0853310595874463,0.10677860492572065,6.223480105668686
0.542,0.402,0.5379999999999999,0.447,93.9,0.3,0.4,10.0,6.5,0.07557622597633541,0.03877983722043636,0.03679638875589905,0.24683674167293618,0.12557280623760345,0.12126393543533275,0.35011285137815473,0.1716708843444361,0.17844196703371862,0.3274741809725737,0.15840229806442788,0.16907188290814582,5.628865881051193
0.529,0.42700000000000005,0.534,0.452,73.2,4.1,1.4,13.6,7.3,0.12226310779144699,0.062048428041398165,0.06021467975004882,0.3089698057020113,0.15495630736184338,0.15401349834016795,0.342618018941613,0.16858279632884202,0.17403522261277093,0.22614906756492872,0.10112770943175162,0.1250213581331771,7.274914294746459
0.8240000000000001,0.159,0.8290000000000001,0.16399999999999998,82.3,10.8,1.0,23.7,9.4,0.10386178861788618,0.051829268292682924,0.05203252032520325,0.318360433604336,0.15819783197831977,0.16016260162601625,0.3513550135501355,0.17357723577235773,0.17777777777777778,0.22642276422764226,0.1035230352303523,0.12289972899728997,5.581805210685079
0.5379999999999999,0.41,0.528,0.45399999999999996,75.1,14.6,1.9,17.2,7.3,0.10260674344156655,0.05209329397580344,0.050513449465763104,0.2960711761526629,0.148264249781732,0.14780692637093087,0.3425435496611649,0.1675716126886459,0.17497193697251903,0.25877853074460566,0.11551989356836985,0.14325863717623583,6.84777254898859
0.371,0.622,0.39,0.604,34.3,61.6,0.6,22.0,12.7,0.09318080143158433,0.055090432670799515,0.03809036876078482,0.28165143477983,0.1606697769540487,0.1209816578257813,0.33891480795040585,0.16584648814469227,0.17306831980571355,0.28625295583817983,0.12168466798747364,0.1645682878507062,5.799594847470116
0.41,0.545,0.402,0.583,28.4,7.0,2.6,16.4,6.1,0.13659681226680132,0.0706806562492903,0.06591615601751102,0.3977813312813854,0.20198929406845437,0.195792037212931,0.3000746770119042,0.14473847682941982,0.15533620018248442,0.16554717943990904,0.07150624468143374,0.0940409347584753,7.982491097768294
0.387,0.589,0.375,0.614,39.3,54.0,1.9,26.7,10.4,0.13698606527003387,0.06422729897191509,0.07275876629811877,0.3339767840677002,0.1566687636266492,0.177308020441051,0.3178445549417878,0.1472324437052421,0.1706121112365457,0.2111925957204781,0.0865469963202661,0.124645599400212,6.914525247552378
0.589,0.337,0.627,0.354,98.0,0.3,0.0,11.7,2.8,0.08050089445438283,0.0434449271658574,0.03705596728852543,0.23869154101712242,0.12190135445949399,0.11679018655762842,0.3386148734985944,0.17275747508305647,0.16585739841553795,0.34219269102990035,0.15384615384615385,0.1883465371837465,5.357389732133974
0.433,0.506,0.445,0.535,82.2,8.8,2.1,15.9,5.3,0.1840104364418743,0.08792118149868085,0.09608925494319344,0.3143588695152701,0.16209585560325945,0.15226301391201066,0.2850842606384532,0.13972370688396274,0.1453605537544905,0.21654643340440238,0.09723804238830963,0.11930839101609277,6.842246427253043
0.541,0.446,0.5660000000000001,0.428,54.2,34.4,0.0,24.5,7.9,0.09314721785481458,0.04743643824059516,0.045710779614219425,0.2716570157610155,0.13168692717720595,0.1399700885838095,0.3491582620700234,0.16159834336771867,0.1875599187023047,0.28603750431414654,0.1272769106875791,0.15876059362656747,6.128108995807238
0.715,0.252,0.7120000000000001,0.278,94.8,1.5,0.7,15.2,5.2,0.09532039214476026,0.049357569772346184,0.04596282237241408,0.2990258103673528,0.1512308531103087,0.1477949572570441,0.3388575131932228,0.1669907107366602,0.17186680245656266,0.26679628429466407,0.11566830231768663,0.15112798197697744,6.751833937930865
0.743,0.21899999999999997,0.732,0.257,77.6,0.0,0.6,10.8,5.7,0.08154112730608501,0.045561104882274994,0.03598002242381001,0.2348384466415248,0.12220976454999491,0.11262868209152992,0.37743349301804097,0.18214249311996739,0.19529099989807358,0.3061869330343492,0.14473550096830087,0.1614514320660483,5.523511051816935
0.753,0.222,0.758,0.23,68.8,27.7,0.2,23.0,7.7,0.19171034750533877,0.09134148708988546,0.10036886041545331,0.27819840807610174,0.13162492719860222,0.14657348087749952,0.3159580663948748,0.15181518151815182,0.16414288487672296,0.21413317802368473,0.09211803533294506,0.12201514269073967,5.396164462603818
0.47100000000000003,0.434,0.465,0.51,88.9,3.3,2.1,18.1,4.5,0.2635989442014139,0.12975986119571037,0.13383908300570352,0.3100023995422412,0.16466397179614967,0.14533842774609151,0.24870332428890488,0.12339184524798347,0.12531147904092144,0.17769533196744006,0.0803477490447976,0.09734758292264245,6.591595124350764
0.5329999999999999,0.395,0.568,0.41200000000000003,94.6,0.4,0.4,9.4,4.4,0.0922794472895932,0.048748671369214416,0.04353077592037878,0.3171804039037588,0.16276934969562276,0.15441105420813606,0.3495989950719876,0.17566914677746642,0.1739298482945212,0.24094115373466035,0.11136341675524206,0.1295777369794183,5.970557462639446
0.904,0.085,0.9590000000000001,0.039,92.4,0.0,0.0,2.8,1.5,0.07251908396946564,0.03816793893129771,0.03435114503816794,0.22900763358778625,0.11259541984732824,0.11641221374045801,0.366412213740458,0.19274809160305342,0.1736641221374046,0.3320610687022901,0.16221374045801526,0.16984732824427481,5.921223848575121
